Borough,Year,Sector,Fuel,KtCO2e
Waltham Forest,2015,Domestic,Gas,210.0044492
Wandsworth,2015,Domestic,Gas,268.2600397
Westminster,2015,Domestic,Gas,169.5636501
Unapportioned,2015,Domestic,Gas,-
Barking and Dagenham,2015,Domestic,Coal,1.811288974
Barnet,2015,Domestic,Coal,1.729313856
Bexley,2015,Domestic,Coal,2.125623878
Brent,2015,Domestic,Coal,1.247621357
Bromley,2015,Domestic,Coal,2.303028706
Camden,2015,Domestic,Coal,0.423027358
City of London,2015,Domestic,Coal,0.001613569
Croydon,2015,Domestic,Coal,2.882616463
Ealing,2015,Domestic,Coal,1.958107848
Enfield,2015,Domestic,Coal,2.343505894
Greenwich,2015,Domestic,Coal,1.749444702
Hackney,2015,Domestic,Coal,0.686175685
Hammersmith and Fulham,2015,Domestic,Coal,0.668048064
Haringey,2015,Domestic,Coal,1.338640942
Harrow,2015,Domestic,Coal,1.302518593
Havering,2015,Domestic,Coal,2.19496575
Hillingdon,2015,Domestic,Coal,1.819351722
Hounslow,2015,Domestic,Coal,1.527848012
Islington,2015,Domestic,Coal,0.494615346
Kensington and Chelsea,2015,Domestic,Coal,0.403177058
Kingston,2015,Domestic,Coal,1.055981227
Lambeth,2015,Domestic,Coal,1.206687051
Lewisham,2015,Domestic,Coal,1.885746046
Merton,2015,Domestic,Coal,1.735176801
Newham,2015,Domestic,Coal,1.945373677
Redbridge,2015,Domestic,Coal,1.883974849
Richmond,2015,Domestic,Coal,1.323901723
Southwark,2015,Domestic,Coal,0.95328796
Sutton,2015,Domestic,Coal,1.510276976
Tower Hamlets,2015,Domestic,Coal,0.469695404
Waltham Forest,2015,Domestic,Coal,2.041946544
Wandsworth,2015,Domestic,Coal,1.464980824
Westminster,2015,Domestic,Coal,0.427649328
Unapportioned,2015,Domestic,Coal,-
Barking and Dagenham,2015,Domestic,Oil,0.695414825
Barnet,2015,Domestic,Oil,2.326951386
Bexley,2015,Domestic,Oil,1.623988211
Brent,2015,Domestic,Oil,1.392563372
Bromley,2015,Domestic,Oil,3.738963761
Camden,2015,Domestic,Oil,2.640035239
City of London,2015,Domestic,Oil,0.095843211
Croydon,2015,Domestic,Oil,2.383653689
Ealing,2015,Domestic,Oil,1.757033642
Enfield,2015,Domestic,Oil,1.701017541
Greenwich,2015,Domestic,Oil,1.274587885
Hackney,2015,Domestic,Oil,0.846578163
Hammersmith and Fulham,2015,Domestic,Oil,1.023210708
Haringey,2015,Domestic,Oil,0.851231855
Harrow,2015,Domestic,Oil,1.460254985
Havering,2015,Domestic,Oil,2.062221978
Hillingdon,2015,Domestic,Oil,2.481735355
Hounslow,2015,Domestic,Oil,1.92780984
Islington,2015,Domestic,Oil,0.887175504
Kensington and Chelsea,2015,Domestic,Oil,2.263233682
Kingston,2015,Domestic,Oil,0.912835357
Lambeth,2015,Domestic,Oil,1.681269755
Lewisham,2015,Domestic,Oil,1.111379914
Merton,2015,Domestic,Oil,1.197102073
Newham,2015,Domestic,Oil,0.51457831
Redbridge,2015,Domestic,Oil,1.294911604
Richmond,2015,Domestic,Oil,1.755461681
Southwark,2015,Domestic,Oil,2.31990795
Sutton,2015,Domestic,Oil,1.386195641
Tower Hamlets,2015,Domestic,Oil,1.26809037
Waltham Forest,2015,Domestic,Oil,0.807114181
Wandsworth,2015,Domestic,Oil,1.554223516
Westminster,2015,Domestic,Oil,3.305087863
Unapportioned,2015,Domestic,Oil,-
Barking and Dagenham,2015,Industrial and Commercial,Electricity w/o rail,133.037711
Barnet,2015,Industrial and Commercial,Electricity w/o rail,168.5205918
Bexley,2015,Industrial and Commercial,Electricity w/o rail,148.5278361
Brent,2015,Industrial and Commercial,Electricity w/o rail,185.53835
Bromley,2015,Industrial and Commercial,Electricity w/o rail,146.92061
Camden,2015,Industrial and Commercial,Electricity w/o rail,480.1379853
City of London,2015,Industrial and Commercial,Electricity w/o rail,839.7422239
Croydon,2015,Industrial and Commercial,Electricity w/o rail,222.1856197
Ealing,2015,Industrial and Commercial,Electricity w/o rail,312.1193147
Enfield,2015,Industrial and Commercial,Electricity w/o rail,190.5666697
Greenwich,2015,Industrial and Commercial,Electricity w/o rail,160.6264336
Hackney,2015,Industrial and Commercial,Electricity w/o rail,212.5757277
Hammersmith and Fulham,2015,Industrial and Commercial,Electricity w/o rail,239.0822788
Haringey,2015,Industrial and Commercial,Electricity w/o rail,132.3427592
Harrow,2015,Industrial and Commercial,Electricity w/o rail,75.64263124
Havering,2015,Industrial and Commercial,Electricity w/o rail,132.6055755
Hillingdon,2015,Industrial and Commercial,Electricity w/o rail,363.4141017
Hounslow,2015,Industrial and Commercial,Electricity w/o rail,344.6227659
Islington,2015,Industrial and Commercial,Electricity w/o rail,305.4618932
Kensington and Chelsea,2015,Industrial and Commercial,Electricity w/o rail,425.0168919
Kingston,2015,Industrial and Commercial,Electricity w/o rail,122.5823069
Lambeth,2015,Industrial and Commercial,Electricity w/o rail,212.6462554
Lewisham,2015,Industrial and Commercial,Electricity w/o rail,102.1723244
Merton,2015,Industrial and Commercial,Electricity w/o rail,157.6051522
Newham,2015,Industrial and Commercial,Electricity w/o rail,368.6750983
Redbridge,2015,Industrial and Commercial,Electricity w/o rail,85.52249628
Richmond,2015,Industrial and Commercial,Electricity w/o rail,121.4595058
Southwark,2015,Industrial and Commercial,Electricity w/o rail,454.3472668
Sutton,2015,Industrial and Commercial,Electricity w/o rail,136.5181422
Tower Hamlets,2015,Industrial and Commercial,Electricity w/o rail,832.3615976
Waltham Forest,2015,Industrial and Commercial,Electricity w/o rail,120.2715522
Wandsworth,2015,Industrial and Commercial,Electricity w/o rail,147.7303984
Westminster,2015,Industrial and Commercial,Electricity w/o rail,1197.811216
Unapportioned,2015,Industrial and Commercial,Electricity w/o rail,-43.83630502
Barking and Dagenham,2015,Industrial and Commercial,Gas,42.85790049
Barnet,2015,Industrial and Commercial,Gas,98.91499379
Bexley,2015,Industrial and Commercial,Gas,124.8441596
Brent,2015,Industrial and Commercial,Gas,100.3288862
Bromley,2015,Industrial and Commercial,Gas,72.30427122
Camden,2015,Industrial and Commercial,Gas,244.8955012
City of London,2015,Industrial and Commercial,Gas,149.9605512
Croydon,2015,Industrial and Commercial,Gas,76.44287839
Ealing,2015,Industrial and Commercial,Gas,131.1661547
Enfield,2015,Industrial and Commercial,Gas,93.018277
Greenwich,2015,Industrial and Commercial,Gas,78.00041782
Hackney,2015,Industrial and Commercial,Gas,59.59666392
Hammersmith and Fulham,2015,Industrial and Commercial,Gas,103.6908868
Haringey,2015,Industrial and Commercial,Gas,55.36717792
Harrow,2015,Industrial and Commercial,Gas,60.31610658
Havering,2015,Industrial and Commercial,Gas,41.58087878
Hillingdon,2015,Industrial and Commercial,Gas,129.4995338
Hounslow,2015,Industrial and Commercial,Gas,108.7643945
Islington,2015,Industrial and Commercial,Gas,112.0751188
Kensington and Chelsea,2015,Industrial and Commercial,Gas,157.0512116
Kingston,2015,Industrial and Commercial,Gas,43.216963
Lambeth,2015,Industrial and Commercial,Gas,153.6943793
Lewisham,2015,Industrial and Commercial,Gas,66.68948997
Merton,2015,Industrial and Commercial,Gas,56.55316894
Newham,2015,Industrial and Commercial,Gas,172.8279906
Redbridge,2015,Industrial and Commercial,Gas,42.47210698
Richmond,2015,Industrial and Commercial,Gas,56.02450985
Southwark,2015,Industrial and Commercial,Gas,176.1401187
Sutton,2015,Industrial and Commercial,Gas,43.1631218
Tower Hamlets,2015,Industrial and Commercial,Gas,130.0434548
Waltham Forest,2015,Industrial and Commercial,Gas,50.60023295
Wandsworth,2015,Industrial and Commercial,Gas,108.6863263
Westminster,2015,Industrial and Commercial,Gas,438.4642635
Unapportioned,2015,Industrial and Commercial,Gas,18.51561124
Barking and Dagenham,2015,Industrial and Commercial,Coal,0.239356206
Barnet,2015,Industrial and Commercial,Coal,1.36986356
Bexley,2015,Industrial and Commercial,Coal,0.323399248
Brent,2015,Industrial and Commercial,Coal,0
Bromley,2015,Industrial and Commercial,Coal,0.002151616
Camden,2015,Industrial and Commercial,Coal,0.119633062
City of London,2015,Industrial and Commercial,Coal,0.039877687
Croydon,2015,Industrial and Commercial,Coal,0.141070958
Ealing,2015,Industrial and Commercial,Coal,0.287353204
Enfield,2015,Industrial and Commercial,Coal,0.216371454
Greenwich,2015,Industrial and Commercial,Coal,0.051076045
Hackney,2015,Industrial and Commercial,Coal,0.363276936
Hammersmith and Fulham,2015,Industrial and Commercial,Coal,0
Haringey,2015,Industrial and Commercial,Coal,0.15951075
Harrow,2015,Industrial and Commercial,Coal,0.005599179
Havering,2015,Industrial and Commercial,Coal,0.398542701
Hillingdon,2015,Industrial and Commercial,Coal,0.249044353
Hounslow,2015,Industrial and Commercial,Coal,0.40424906
Islington,2015,Industrial and Commercial,Coal,0.469982248
Kensington and Chelsea,2015,Industrial and Commercial,Coal,0.107799749
Kingston,2015,Industrial and Commercial,Coal,0.797553748
Lambeth,2015,Industrial and Commercial,Coal,0
Lewisham,2015,Industrial and Commercial,Coal,0.066827625
Merton,2015,Industrial and Commercial,Coal,0.946003141
Newham,2015,Industrial and Commercial,Coal,0.301630608
Redbridge,2015,Industrial and Commercial,Coal,0.478532249
Richmond,2015,Industrial and Commercial,Coal,0
Southwark,2015,Industrial and Commercial,Coal,0.400643267
Sutton,2015,Industrial and Commercial,Coal,0.026949937
Tower Hamlets,2015,Industrial and Commercial,Coal,1.478757746
Waltham Forest,2015,Industrial and Commercial,Coal,0.066827625
Wandsworth,2015,Industrial and Commercial,Coal,0.026949937
Westminster,2015,Industrial and Commercial,Coal,8.562985476
Unapportioned,2015,Industrial and Commercial,Coal,-
Barking and Dagenham,2015,Industrial and Commercial,Oil,39.2032441
Barnet,2015,Industrial and Commercial,Oil,14.15601237
Bexley,2015,Industrial and Commercial,Oil,24.81818425
Brent,2015,Industrial and Commercial,Oil,23.23838194
Bromley,2015,Industrial and Commercial,Oil,20.19583334
Camden,2015,Industrial and Commercial,Oil,16.99344168
City of London,2015,Industrial and Commercial,Oil,12.62911358
Croydon,2015,Industrial and Commercial,Oil,9.988858899
Ealing,2015,Industrial and Commercial,Oil,26.97331944
Enfield,2015,Industrial and Commercial,Oil,24.46799898
Greenwich,2015,Industrial and Commercial,Oil,18.674996
Hackney,2015,Industrial and Commercial,Oil,6.77218995
Hammersmith and Fulham,2015,Industrial and Commercial,Oil,11.25091607
Haringey,2015,Industrial and Commercial,Oil,7.324867171
Harrow,2015,Industrial and Commercial,Oil,6.299834975
Havering,2015,Industrial and Commercial,Oil,16.64477555
Hillingdon,2015,Industrial and Commercial,Oil,124.0384448
Hounslow,2015,Industrial and Commercial,Oil,19.55656002
Islington,2015,Industrial and Commercial,Oil,6.848490554
Kensington and Chelsea,2015,Industrial and Commercial,Oil,2.303301848
Kingston,2015,Industrial and Commercial,Oil,7.568144238
Lambeth,2015,Industrial and Commercial,Oil,4.096494366
Lewisham,2015,Industrial and Commercial,Oil,2.875266036
Merton,2015,Industrial and Commercial,Oil,8.175725425
Newham,2015,Industrial and Commercial,Oil,31.72779469
Redbridge,2015,Industrial and Commercial,Oil,8.887791703
Richmond,2015,Industrial and Commercial,Oil,7.388506331
Southwark,2015,Industrial and Commercial,Oil,9.452153238
Sutton,2015,Industrial and Commercial,Oil,8.547694671
Tower Hamlets,2015,Industrial and Commercial,Oil,18.74287822
Waltham Forest,2015,Industrial and Commercial,Oil,9.700658674
Wandsworth,2015,Industrial and Commercial,Oil,6.289356727
Westminster,2015,Industrial and Commercial,Oil,47.72674741
Unapportioned,2015,Industrial and Commercial,Oil,-
Barking and Dagenham,2015,Industrial and Commercial,Waste and Renewables,6.419300479
Barnet,2015,Industrial and Commercial,Waste and Renewables,6.207190028
Bexley,2015,Industrial and Commercial,Waste and Renewables,12.03801219
Brent,2015,Industrial and Commercial,Waste and Renewables,4.528351568
Bromley,2015,Industrial and Commercial,Waste and Renewables,7.715580878
Camden,2015,Industrial and Commercial,Waste and Renewables,1.419523787
City of London,2015,Industrial and Commercial,Waste and Renewables,0.006179005
Croydon,2015,Industrial and Commercial,Waste and Renewables,10.14233554
Ealing,2015,Industrial and Commercial,Waste and Renewables,6.787837042
Enfield,2015,Industrial and Commercial,Waste and Renewables,8.381405431
Greenwich,2015,Industrial and Commercial,Waste and Renewables,6.302653033
Hackney,2015,Industrial and Commercial,Waste and Renewables,2.351534287
Hammersmith and Fulham,2015,Industrial and Commercial,Waste and Renewables,2.459543176
Haringey,2015,Industrial and Commercial,Waste and Renewables,4.852911944
Harrow,2015,Industrial and Commercial,Waste and Renewables,4.71350028
Havering,2015,Industrial and Commercial,Waste and Renewables,7.083719849
Hillingdon,2015,Industrial and Commercial,Waste and Renewables,16.07922561
Hounslow,2015,Industrial and Commercial,Waste and Renewables,8.836029634
Islington,2015,Industrial and Commercial,Waste and Renewables,1.731278111
Kensington and Chelsea,2015,Industrial and Commercial,Waste and Renewables,1.380301255
Kingston,2015,Industrial and Commercial,Waste and Renewables,3.652362001
Lambeth,2015,Industrial and Commercial,Waste and Renewables,4.332743108
Lewisham,2015,Industrial and Commercial,Waste and Renewables,6.793691454
Merton,2015,Industrial and Commercial,Waste and Renewables,6.39782894
Newham,2015,Industrial and Commercial,Waste and Renewables,7.046014101
Redbridge,2015,Industrial and Commercial,Waste and Renewables,6.789521027
Richmond,2015,Industrial and Commercial,Waste and Renewables,4.613242481
Southwark,2015,Industrial and Commercial,Waste and Renewables,3.424708321
Sutton,2015,Industrial and Commercial,Waste and Renewables,5.169188936
Tower Hamlets,2015,Industrial and Commercial,Waste and Renewables,6.938617095
Waltham Forest,2015,Industrial and Commercial,Waste and Renewables,7.348020587
Wandsworth,2015,Industrial and Commercial,Waste and Renewables,5.405045312
Westminster,2015,Industrial and Commercial,Waste and Renewables,1.400871632
Unapportioned,2015,Industrial and Commercial,Waste and Renewables,-
Barking and Dagenham,2015,Transport,Aviation,0
Barnet,2015,Transport,Aviation,0.226900298
Bexley,2015,Transport,Aviation,9.283398489
Brent,2015,Transport,Aviation,0.334908569
Bromley,2015,Transport,Aviation,1.410701574
Camden,2015,Transport,Aviation,0
City of London,2015,Transport,Aviation,1.443405498
Croydon,2015,Transport,Aviation,0.282965013
Ealing,2015,Transport,Aviation,0.182158636
Enfield,2015,Transport,Aviation,0.359847059
Greenwich,2015,Transport,Aviation,7.472085954
Hackney,2015,Transport,Aviation,0.131465701
Hammersmith and Fulham,2015,Transport,Aviation,15.14248145
Haringey,2015,Transport,Aviation,0
Harrow,2015,Transport,Aviation,0.239300136
Havering,2015,Transport,Aviation,3.310294254
Hillingdon,2015,Transport,Aviation,676.6950131
Hounslow,2015,Transport,Aviation,105.7924546
Islington,2015,Transport,Aviation,0
Kensington and Chelsea,2015,Transport,Aviation,1.914785534
Kingston,2015,Transport,Aviation,0
Lambeth,2015,Transport,Aviation,0
Lewisham,2015,Transport,Aviation,0.010615243
Merton,2015,Transport,Aviation,0
Newham,2015,Transport,Aviation,42.87575091
Redbridge,2015,Transport,Aviation,0.954075632
Richmond,2015,Transport,Aviation,44.80276513
Southwark,2015,Transport,Aviation,1.43678586
Sutton,2015,Transport,Aviation,0.044178973
Tower Hamlets,2015,Transport,Aviation,14.30955729
Waltham Forest,2015,Transport,Aviation,0.662227848
Wandsworth,2015,Transport,Aviation,13.52793835
Westminster,2015,Transport,Aviation,0
Unapportioned,2015,Transport,Aviation,-
Barking and Dagenham,2015,Transport,Shipping,6.48905669
Barnet,2015,Transport,Shipping,0
Bexley,2015,Transport,Shipping,4.691223898
Brent,2015,Transport,Shipping,0
Bromley,2015,Transport,Shipping,0
Camden,2015,Transport,Shipping,0
City of London,2015,Transport,Shipping,2.033021748
Croydon,2015,Transport,Shipping,0
Ealing,2015,Transport,Shipping,0
Enfield,2015,Transport,Shipping,0
Greenwich,2015,Transport,Shipping,4.476041121
Hackney,2015,Transport,Shipping,0
Hammersmith and Fulham,2015,Transport,Shipping,0.080518312
Haringey,2015,Transport,Shipping,0
Harrow,2015,Transport,Shipping,0
Havering,2015,Transport,Shipping,0.45010219
Hillingdon,2015,Transport,Shipping,0
Hounslow,2015,Transport,Shipping,0.098252464
Islington,2015,Transport,Shipping,0
Kensington and Chelsea,2015,Transport,Shipping,0.015150108
Kingston,2015,Transport,Shipping,0.036296904
Lambeth,2015,Transport,Shipping,1.181267954
Lewisham,2015,Transport,Shipping,0.001634354
Merton,2015,Transport,Shipping,0
Newham,2015,Transport,Shipping,1.485605175
Redbridge,2015,Transport,Shipping,0
Richmond,2015,Transport,Shipping,0.241155376
Southwark,2015,Transport,Shipping,2.417659937
Sutton,2015,Transport,Shipping,0
Tower Hamlets,2015,Transport,Shipping,6.257842302
Waltham Forest,2015,Transport,Shipping,0
Wandsworth,2015,Transport,Shipping,0.111696034
Westminster,2015,Transport,Shipping,1.74047453
Unapportioned,2015,Transport,Shipping,-
Barking and Dagenham,2015,Transport,Railways diesel,1.705768264
Barnet,2015,Transport,Railways diesel,5.419713617
Bexley,2015,Transport,Railways diesel,0.881898399
Brent,2015,Transport,Railways diesel,8.948791168
Bromley,2015,Transport,Railways diesel,0.763558901
Camden,2015,Transport,Railways diesel,7.006704066
City of London,2015,Transport,Railways diesel,0
Croydon,2015,Transport,Railways diesel,1.359427194
Ealing,2015,Transport,Railways diesel,14.45397051
Enfield,2015,Transport,Railways diesel,0.614198215
Greenwich,2015,Transport,Railways diesel,0.626263084
Hackney,2015,Transport,Railways diesel,0.867219151
Hammersmith and Fulham,2015,Transport,Railways diesel,2.884480059
Haringey,2015,Transport,Railways diesel,2.47459
Harrow,2015,Transport,Railways diesel,3.726786909
Havering,2015,Transport,Railways diesel,2.076492064
Hillingdon,2015,Transport,Railways diesel,11.48464612
Hounslow,2015,Transport,Railways diesel,0.392446261
Islington,2015,Transport,Railways diesel,1.820358665
Kensington and Chelsea,2015,Transport,Railways diesel,2.164333854
Kingston,2015,Transport,Railways diesel,0.575971582
Lambeth,2015,Transport,Railways diesel,0.958984026
Lewisham,2015,Transport,Railways diesel,1.408046198
Merton,2015,Transport,Railways diesel,0.743810976
Newham,2015,Transport,Railways diesel,2.476457045
Redbridge,2015,Transport,Railways diesel,0.735488348
Richmond,2015,Transport,Railways diesel,0.136729351
Southwark,2015,Transport,Railways diesel,0.709204209
Sutton,2015,Transport,Railways diesel,0
Tower Hamlets,2015,Transport,Railways diesel,0.001919134
Waltham Forest,2015,Transport,Railways diesel,2.101146546
Wandsworth,2015,Transport,Railways diesel,1.456241724
Westminster,2015,Transport,Railways diesel,2.974162546
Unapportioned,2015,Transport,Railways diesel,-
Barking and Dagenham,2015,Transport,Railways electric,17.29905141
Barnet,2015,Transport,Railways electric,30.94937874
Bexley,2015,Transport,Railways electric,7.95918767
Brent,2015,Transport,Railways electric,38.42999244
Bromley,2015,Transport,Railways electric,18.93378502
Camden,2015,Transport,Railways electric,40.8863963
City of London,2015,Transport,Railways electric,17.66629608
Croydon,2015,Transport,Railways electric,23.22572455
Ealing,2015,Transport,Railways electric,23.91242939
Enfield,2015,Transport,Railways electric,16.66747175
Greenwich,2015,Transport,Railways electric,12.40823289
Hackney,2015,Transport,Railways electric,9.264703212
Hammersmith and Fulham,2015,Transport,Railways electric,17.84422671
Haringey,2015,Transport,Railways electric,23.7156192
Harrow,2015,Transport,Railways electric,17.69546892
Havering,2015,Transport,Railways electric,17.59089166
Hillingdon,2015,Transport,Railways electric,20.43662042
Hounslow,2015,Transport,Railways electric,16.57826353
Islington,2015,Transport,Railways electric,21.34216012
Kensington and Chelsea,2015,Transport,Railways electric,22.37445346
Kingston,2015,Transport,Railways electric,6.639355825
Lambeth,2015,Transport,Railways electric,42.87539192
Lewisham,2015,Transport,Railways electric,19.13127459
Merton,2015,Transport,Railways electric,20.43544644
Newham,2015,Transport,Railways electric,40.02199997
Redbridge,2015,Transport,Railways electric,17.30408707
Richmond,2015,Transport,Railways electric,8.649011095
Southwark,2015,Transport,Railways electric,26.41447573
Sutton,2015,Transport,Railways electric,3.923271393
Tower Hamlets,2015,Transport,Railways electric,37.59298655
Waltham Forest,2015,Transport,Railways electric,12.16646006
Wandsworth,2015,Transport,Railways electric,37.22241954
Westminster,2015,Transport,Railways electric,60.25270389
Unapportioned,2015,Transport,Railways electric,43.83630502
Barking and Dagenham,2015,Transport,Road Transport,130.6904308
Barnet,2015,Transport,Road Transport,381.6420656
Bexley,2015,Transport,Road Transport,185.822843
Brent,2015,Transport,Road Transport,204.9868393
Bromley,2015,Transport,Road Transport,251.6465933
Camden,2015,Transport,Road Transport,155.2440371
City of London,2015,Transport,Road Transport,52.06075125
Croydon,2015,Transport,Road Transport,235.3754577
Ealing,2015,Transport,Road Transport,278.6847111
Enfield,2015,Transport,Road Transport,357.7944065
Greenwich,2015,Transport,Road Transport,214.3205107
Hackney,2015,Transport,Road Transport,121.5182558
Hammersmith and Fulham,2015,Transport,Road Transport,111.5616276
Haringey,2015,Transport,Road Transport,134.4243321
Harrow,2015,Transport,Road Transport,137.7880284
Havering,2015,Transport,Road Transport,344.8983866
Hillingdon,2015,Transport,Road Transport,402.7141357
Hounslow,2015,Transport,Road Transport,284.4615684
Islington,2015,Transport,Road Transport,100.0740546
Kensington and Chelsea,2015,Transport,Road Transport,117.4699181
Kingston,2015,Transport,Road Transport,157.0223668
Lambeth,2015,Transport,Road Transport,165.088545
Lewisham,2015,Transport,Road Transport,152.8261468
Merton,2015,Transport,Road Transport,131.5986
Newham,2015,Transport,Road Transport,177.6805217
Redbridge,2015,Transport,Road Transport,250.278267
Richmond,2015,Transport,Road Transport,163.4252859
Southwark,2015,Transport,Road Transport,161.5660395
Sutton,2015,Transport,Road Transport,112.3438287
Tower Hamlets,2015,Transport,Road Transport,156.7847889
Waltham Forest,2015,Transport,Road Transport,175.8781457
Wandsworth,2015,Transport,Road Transport,169.091776
Westminster,2015,Transport,Road Transport,255.3986942
Unapportioned,2015,Transport,Road Transport,-
Barking and Dagenham,2014,Domestic,Electricity,122.6202762
Barnet,2014,Domestic,Electricity,284.447901
Bexley,2014,Domestic,Electricity,176.042107
Brent,2014,Domestic,Electricity,195.7309013
Bromley,2014,Domestic,Electricity,257.0013425
Camden,2014,Domestic,Electricity,161.8452665
City of London,2014,Domestic,Electricity,12.54629546
Croydon,2014,Domestic,Electricity,273.9553018
Ealing,2014,Domestic,Electricity,219.6777482
Enfield,2014,Domestic,Electricity,228.1471744
Greenwich,2014,Domestic,Electricity,171.3436694
Hackney,2014,Domestic,Electricity,159.005696
Hammersmith and Fulham,2014,Domestic,Electricity,131.3491278
Haringey,2014,Domestic,Electricity,167.0624203
Harrow,2014,Domestic,Electricity,162.4385483
Havering,2014,Domestic,Electricity,188.2205534
Hillingdon,2014,Domestic,Electricity,196.8959772
Hounslow,2014,Domestic,Electricity,175.0544573
Islington,2014,Domestic,Electricity,146.289088
Kensington and Chelsea,2014,Domestic,Electricity,171.8794792
Kingston,2014,Domestic,Electricity,123.037672
Lambeth,2014,Domestic,Electricity,202.0321446
Lewisham,2014,Domestic,Electricity,189.9674966
Merton,2014,Domestic,Electricity,145.9701555
Newham,2014,Domestic,Electricity,173.3387309
Redbridge,2014,Domestic,Electricity,186.7972911
Richmond,2014,Domestic,Electricity,156.8343396
Southwark,2014,Domestic,Electricity,203.6296608
Sutton,2014,Domestic,Electricity,151.8513463
Tower Hamlets,2014,Domestic,Electricity,184.6555208
Waltham Forest,2014,Domestic,Electricity,162.7099801
Wandsworth,2014,Domestic,Electricity,227.6158234
Westminster,2014,Domestic,Electricity,222.9969671
Unapportioned,2014,Domestic,Electricity,-
Barking and Dagenham,2014,Domestic,Gas,140.2085504
Barnet,2014,Domestic,Gas,416.3930652
Bexley,2014,Domestic,Gas,211.7634452
Brent,2014,Domestic,Gas,293.0823903
Bromley,2014,Domestic,Gas,349.1871737
Camden,2014,Domestic,Gas,183.7344877
City of London,2014,Domestic,Gas,5.511700859
Croydon,2014,Domestic,Gas,349.2545966
Ealing,2014,Domestic,Gas,319.769293
Enfield,2014,Domestic,Gas,295.741489
Greenwich,2014,Domestic,Gas,194.036943
Hackney,2014,Domestic,Gas,186.8172167
Hammersmith and Fulham,2014,Domestic,Gas,169.6371413
Haringey,2014,Domestic,Gas,241.7045034
Harrow,2014,Domestic,Gas,271.3485342
Havering,2014,Domestic,Gas,255.7393864
Hillingdon,2014,Domestic,Gas,274.6344867
Hounslow,2014,Domestic,Gas,200.2347004
Islington,2014,Domestic,Gas,173.1996556
Kensington and Chelsea,2014,Domestic,Gas,169.4040487
Kingston,2014,Domestic,Gas,153.9289081
Lambeth,2014,Domestic,Gas,238.3393059
Lewisham,2014,Domestic,Gas,226.9528509
Merton,2014,Domestic,Gas,183.1188053
Newham,2014,Domestic,Gas,207.1833925
Redbridge,2014,Domestic,Gas,274.2634456
Richmond,2014,Domestic,Gas,207.1922686
Southwark,2014,Domestic,Gas,178.0171031
Sutton,2014,Domestic,Gas,179.0803974
Tower Hamlets,2014,Domestic,Gas,132.1214685
Waltham Forest,2014,Domestic,Gas,229.7501383
Wandsworth,2014,Domestic,Gas,262.2341829
Westminster,2014,Domestic,Gas,179.0829645
Unapportioned,2014,Domestic,Gas,-
Barking and Dagenham,2014,Domestic,Coal,1.703833367
Barnet,2014,Domestic,Coal,1.625642412
Bexley,2014,Domestic,Coal,1.996791137
Brent,2014,Domestic,Coal,1.172137061
Bromley,2014,Domestic,Coal,2.172544287
Camden,2014,Domestic,Coal,0.399027898
City of London,2014,Domestic,Coal,0.001511507
Croydon,2014,Domestic,Coal,2.712689065
Ealing,2014,Domestic,Coal,1.844031022
Enfield,2014,Domestic,Coal,2.20343178
Greenwich,2014,Domestic,Coal,1.644247094
Hackney,2014,Domestic,Coal,0.646573087
Hammersmith and Fulham,2014,Domestic,Coal,0.627150503
Haringey,2014,Domestic,Coal,1.257729584
Harrow,2014,Domestic,Coal,1.22390698
Havering,2014,Domestic,Coal,2.074389419
Hillingdon,2014,Domestic,Coal,1.714450523
Hounslow,2014,Domestic,Coal,1.43860442
Islington,2014,Domestic,Coal,0.465570166
Kensington and Chelsea,2014,Domestic,Coal,0.379926875
Kingston,2014,Domestic,Coal,0.994574344
Lambeth,2014,Domestic,Coal,1.134326618
Lewisham,2014,Domestic,Coal,1.772352487
Merton,2014,Domestic,Coal,1.628820082
Newham,2014,Domestic,Coal,1.827878487
Redbridge,2014,Domestic,Coal,1.770657375
Richmond,2014,Domestic,Coal,1.246444047
Southwark,2014,Domestic,Coal,0.896097826
Sutton,2014,Domestic,Coal,1.423201582
Tower Hamlets,2014,Domestic,Coal,0.443301979
Waltham Forest,2014,Domestic,Coal,1.91927604
Wandsworth,2014,Domestic,Coal,1.375137938
Westminster,2014,Domestic,Coal,0.403857754
Unapportioned,2014,Domestic,Coal,-
Barking and Dagenham,2014,Domestic,Oil,0.689921138
Barnet,2014,Domestic,Oil,2.308923421
Bexley,2014,Domestic,Oil,1.611104936
Brent,2014,Domestic,Oil,1.382319103
Bromley,2014,Domestic,Oil,3.712221227
Camden,2014,Domestic,Oil,2.625507197
City of London,2014,Domestic,Oil,0.095328343
Croydon,2014,Domestic,Oil,2.365139845
Ealing,2014,Domestic,Oil,1.744264016
Enfield,2014,Domestic,Oil,1.688451276
Greenwich,2014,Domestic,Oil,1.264978086
Hackney,2014,Domestic,Oil,0.841735284
Hammersmith and Fulham,2014,Domestic,Oil,1.017298853
Haringey,2014,Domestic,Oil,0.845336828
Harrow,2014,Domestic,Oil,1.448630866
Havering,2014,Domestic,Oil,2.046821608
Hillingdon,2014,Domestic,Oil,2.46250264
Hounslow,2014,Domestic,Oil,1.913964393
Islington,2014,Domestic,Oil,0.882165633
Kensington and Chelsea,2014,Domestic,Oil,2.250966753
Kingston,2014,Domestic,Oil,0.905706137
