Year,Code,Area,Industry,Business Count
2009,E09000013,Hammersmith and Fulham        ,Information & communication,"1,580"
2009,E09000014,Haringey                      ,Information & communication,975
2009,E09000015,Harrow                        ,Information & communication,"1,175"
2009,E09000016,Havering                      ,Information & communication,425
2009,E09000017,Hillingdon                    ,Information & communication,985
2009,E09000018,Hounslow                      ,Information & communication,"1,335"
2009,E09000019,Islington                     ,Information & communication,"1,835"
2009,E09000020,Kensington and Chelsea        ,Information & communication,"1,210"
2009,E09000021,Kingston upon Thames          ,Information & communication,940
2009,E09000022,Lambeth                       ,Information & communication,"1,515"
2009,E09000023,Lewisham                      ,Information & communication,845
2009,E09000024,Merton                        ,Information & communication,975
2009,E09000025,Newham                        ,Information & communication,480
2009,E09000026,Redbridge                     ,Information & communication,855
2009,E09000027,Richmond upon Thames          ,Information & communication,"1,680"
2009,E09000028,Southwark                     ,Information & communication,"1,540"
2009,E09000029,Sutton                        ,Information & communication,595
2009,E09000030,Tower Hamlets                 ,Information & communication,"1,585"
2009,E09000031,Waltham Forest                ,Information & communication,640
2009,E09000032,Wandsworth                    ,Information & communication,"1,900"
2009,E09000033,Westminster,Information & communication,"4,330"
2018,E09000001,City of London,Finance & insurance,"3,205"
2018,E09000002,Barking and Dagenham,Finance & insurance,65
2018,E09000003,Barnet,Finance & insurance,440
2018,E09000004,Bexley,Finance & insurance,150
2018,E09000005,Brent,Finance & insurance,195
2018,E09000006,Bromley,Finance & insurance,305
2018,E09000007,Camden,Finance & insurance,730
2018,E09000008,Croydon,Finance & insurance,240
2018,E09000009,Ealing,Finance & insurance,210
2018,E09000010,Enfield,Finance & insurance,180
2018,E09000011,Greenwich,Finance & insurance,115
2018,E09000012,Hackney,Finance & insurance,270
2018,E09000013,Hammersmith and Fulham,Finance & insurance,280
2018,E09000014,Haringey,Finance & insurance,105
2018,E09000015,Harrow,Finance & insurance,265
2018,E09000016,Havering,Finance & insurance,165
2018,E09000017,Hillingdon,Finance & insurance,200
2018,E09000018,Hounslow,Finance & insurance,185
2018,E09000019,Islington,Finance & insurance,505
2018,E09000020,Kensington and Chelsea,Finance & insurance,485
2018,E09000021,Kingston upon Thames,Finance & insurance,125
2018,E09000022,Lambeth,Finance & insurance,195
2018,E09000023,Lewisham,Finance & insurance,115
2018,E09000024,Merton,Finance & insurance,170
2018,E09000025,Newham,Finance & insurance,135
2018,E09000026,Redbridge,Finance & insurance,185
2018,E09000027,Richmond upon Thames,Finance & insurance,210
2018,E09000028,Southwark,Finance & insurance,400
2018,E09000029,Sutton,Finance & insurance,120
2018,E09000030,Tower Hamlets,Finance & insurance,505
2018,E09000031,Waltham Forest,Finance & insurance,120
2018,E09000032,Wandsworth,Finance & insurance,270
2018,E09000033,Westminster,Finance & insurance,"4,075"
2017,E09000001,City of London,Finance & insurance,"3,495"
2017,E09000002,Barking and Dagenham,Finance & insurance,90
2017,E09000003,Barnet,Finance & insurance,495
2017,E09000004,Bexley,Finance & insurance,180
2017,E09000005,Brent,Finance & insurance,270
2017,E09000006,Bromley,Finance & insurance,375
2017,E09000007,Camden,Finance & insurance,820
2017,E09000008,Croydon,Finance & insurance,350
2017,E09000009,Ealing,Finance & insurance,280
2017,E09000010,Enfield,Finance & insurance,245
2017,E09000011,Greenwich,Finance & insurance,160
2017,E09000012,Hackney,Finance & insurance,280
2017,E09000013,Hammersmith and Fulham,Finance & insurance,310
2017,E09000014,Haringey,Finance & insurance,150
2017,E09000015,Harrow,Finance & insurance,330
2017,E09000016,Havering,Finance & insurance,235
2017,E09000017,Hillingdon,Finance & insurance,270
2017,E09000018,Hounslow,Finance & insurance,240
2017,E09000019,Islington,Finance & insurance,575
2017,E09000020,Kensington and Chelsea,Finance & insurance,525
2017,E09000021,Kingston upon Thames,Finance & insurance,175
2017,E09000022,Lambeth,Finance & insurance,250
2017,E09000023,Lewisham,Finance & insurance,170
2017,E09000024,Merton,Finance & insurance,215
2017,E09000025,Newham,Finance & insurance,200
2017,E09000026,Redbridge,Finance & insurance,240
2017,E09000027,Richmond upon Thames,Finance & insurance,250
2017,E09000028,Southwark,Finance & insurance,465
2017,E09000029,Sutton,Finance & insurance,175
2017,E09000030,Tower Hamlets,Finance & insurance,670
2017,E09000031,Waltham Forest,Finance & insurance,160
2017,E09000032,Wandsworth,Finance & insurance,340
2017,E09000033,Westminster,Finance & insurance,"4,135"
2016,E09000001,City of London,Finance & insurance,"3,445"
2016,E09000002,Barking and Dagenham,Finance & insurance,85
2016,E09000003,Barnet,Finance & insurance,500
2016,E09000004,Bexley,Finance & insurance,180
2016,E09000005,Brent,Finance & insurance,260
2016,E09000006,Bromley,Finance & insurance,350
2016,E09000007,Camden,Finance & insurance,785
2016,E09000008,Croydon,Finance & insurance,350
2016,E09000009,Ealing,Finance & insurance,250
2016,E09000010,Enfield,Finance & insurance,235
2016,E09000011,Greenwich,Finance & insurance,155
2016,E09000012,Hackney,Finance & insurance,255
2016,E09000013,Hammersmith and Fulham,Finance & insurance,295
2016,E09000014,Haringey,Finance & insurance,145
2016,E09000015,Harrow,Finance & insurance,315
2016,E09000016,Havering,Finance & insurance,230
2016,E09000017,Hillingdon,Finance & insurance,265
2016,E09000018,Hounslow,Finance & insurance,215
2016,E09000019,Islington,Finance & insurance,535
2016,E09000020,Kensington and Chelsea,Finance & insurance,500
2016,E09000021,Kingston upon Thames,Finance & insurance,155
2016,E09000022,Lambeth,Finance & insurance,240
2016,E09000023,Lewisham,Finance & insurance,160
2016,E09000024,Merton,Finance & insurance,205
2016,E09000025,Newham,Finance & insurance,180
2016,E09000026,Redbridge,Finance & insurance,235
2016,E09000027,Richmond upon Thames,Finance & insurance,240
2016,E09000028,Southwark,Finance & insurance,440
2016,E09000029,Sutton,Finance & insurance,165
2016,E09000030,Tower Hamlets,Finance & insurance,640
2016,E09000031,Waltham Forest,Finance & insurance,155
2016,E09000032,Wandsworth,Finance & insurance,340
2016,E09000033,Westminster,Finance & insurance,"3,965"
2015,E09000001,City of London,Finance & insurance,"2,690"
2015,E09000002,Barking and Dagenham,Finance & insurance,50
2015,E09000003,Barnet,Finance & insurance,385
2015,E09000004,Bexley,Finance & insurance,120
2015,E09000005,Brent,Finance & insurance,175
2015,E09000006,Bromley,Finance & insurance,265
2015,E09000007,Camden,Finance & insurance,570
2015,E09000008,Croydon,Finance & insurance,215
2015,E09000009,Ealing,Finance & insurance,160
2015,E09000010,Enfield,Finance & insurance,170
2015,E09000011,Greenwich,Finance & insurance,105
2015,E09000012,Hackney,Finance & insurance,190
2015,E09000013,Hammersmith and Fulham,Finance & insurance,245
2015,E09000014,Haringey,Finance & insurance,90
2015,E09000015,Harrow,Finance & insurance,215
2015,E09000016,Havering,Finance & insurance,130
2015,E09000017,Hillingdon,Finance & insurance,160
2015,E09000018,Hounslow,Finance & insurance,150
2015,E09000019,Islington,Finance & insurance,415
2015,E09000020,Kensington and Chelsea,Finance & insurance,435
2015,E09000021,Kingston upon Thames,Finance & insurance,105
2015,E09000022,Lambeth,Finance & insurance,175
2015,E09000023,Lewisham,Finance & insurance,100
2015,E09000024,Merton,Finance & insurance,160
2015,E09000025,Newham,Finance & insurance,105
2015,E09000026,Redbridge,Finance & insurance,165
2015,E09000027,Richmond upon Thames,Finance & insurance,180
2015,E09000028,Southwark,Finance & insurance,330
2015,E09000029,Sutton,Finance & insurance,110
2015,E09000030,Tower Hamlets,Finance & insurance,480
2015,E09000031,Waltham Forest,Finance & insurance,100
2015,E09000032,Wandsworth,Finance & insurance,250
2015,E09000033,Westminster,Finance & insurance,"3,485"
2014,E09000001,City of London,Finance & insurance,"2,850"
2014,E09000002,Barking and Dagenham,Finance & insurance,75
2014,E09000003,Barnet,Finance & insurance,455
2014,E09000004,Bexley,Finance & insurance,150
2014,E09000005,Brent,Finance & insurance,225
2014,E09000006,Bromley,Finance & insurance,355
2014,E09000007,Camden,Finance & insurance,660
2014,E09000008,Croydon,Finance & insurance,320
2014,E09000009,Ealing,Finance & insurance,225
2014,E09000010,Enfield,Finance & insurance,215
2014,E09000011,Greenwich,Finance & insurance,140
2014,E09000012,Hackney,Finance & insurance,215
2014,E09000013,Hammersmith and Fulham,Finance & insurance,290
2014,E09000014,Haringey,Finance & insurance,140
2014,E09000015,Harrow,Finance & insurance,280
2014,E09000016,Havering,Finance & insurance,185
2014,E09000017,Hillingdon,Finance & insurance,235
2014,E09000018,Hounslow,Finance & insurance,200
2014,E09000019,Islington,Finance & insurance,440
2014,E09000020,Kensington and Chelsea,Finance & insurance,490
2014,E09000021,Kingston upon Thames,Finance & insurance,140
2014,E09000022,Lambeth,Finance & insurance,195
2014,E09000023,Lewisham,Finance & insurance,140
2014,E09000024,Merton,Finance & insurance,185
2014,E09000025,Newham,Finance & insurance,145
2014,E09000026,Redbridge,Finance & insurance,210
2014,E09000027,Richmond upon Thames,Finance & insurance,220
2014,E09000028,Southwark,Finance & insurance,375
2014,E09000029,Sutton,Finance & insurance,150
2014,E09000030,Tower Hamlets,Finance & insurance,600
2014,E09000031,Waltham Forest,Finance & insurance,120
2014,E09000032,Wandsworth,Finance & insurance,300
2014,E09000033,Westminster,Finance & insurance,"3,405"
2013,E09000001,City of London,Finance & insurance,"2,915"
2013,E09000002,Barking and Dagenham,Finance & insurance,90
2013,E09000003,Barnet,Finance & insurance,475
2013,E09000004,Bexley,Finance & insurance,145
2013,E09000005,Brent,Finance & insurance,245
2013,E09000006,Bromley,Finance & insurance,355
2013,E09000007,Camden,Finance & insurance,675
2013,E09000008,Croydon,Finance & insurance,335
2013,E09000009,Ealing,Finance & insurance,245
2013,E09000010,Enfield,Finance & insurance,225
2013,E09000011,Greenwich,Finance & insurance,130
2013,E09000012,Hackney,Finance & insurance,225
2013,E09000013,Hammersmith and Fulham,Finance & insurance,295
2013,E09000014,Haringey,Finance & insurance,145
2013,E09000015,Harrow,Finance & insurance,280
2013,E09000016,Havering,Finance & insurance,190
2013,E09000017,Hillingdon,Finance & insurance,245
2013,E09000018,Hounslow,Finance & insurance,200
2013,E09000019,Islington,Finance & insurance,500
2013,E09000020,Kensington and Chelsea,Finance & insurance,445
2013,E09000021,Kingston upon Thames,Finance & insurance,155
2013,E09000022,Lambeth,Finance & insurance,205
2013,E09000023,Lewisham,Finance & insurance,140
2013,E09000024,Merton,Finance & insurance,195
2013,E09000025,Newham,Finance & insurance,140
2013,E09000026,Redbridge,Finance & insurance,210
2013,E09000027,Richmond upon Thames,Finance & insurance,230
2013,E09000028,Southwark,Finance & insurance,400
2013,E09000029,Sutton,Finance & insurance,160
2013,E09000030,Tower Hamlets,Finance & insurance,620
2013,E09000031,Waltham Forest,Finance & insurance,120
2013,E09000032,Wandsworth,Finance & insurance,360
2013,E09000033,Westminster,Finance & insurance,"3,530"
2012,E09000001,City of London,Finance & insurance,"2,915"
2012,E09000002,Barking and Dagenham,Finance & insurance,85
2012,E09000003,Barnet,Finance & insurance,495
2012,E09000004,Bexley,Finance & insurance,125
2012,E09000005,Brent,Finance & insurance,255
2012,E09000006,Bromley,Finance & insurance,335
2012,E09000007,Camden,Finance & insurance,645
2012,E09000008,Croydon,Finance & insurance,325
2012,E09000009,Ealing,Finance & insurance,255
2012,E09000010,Enfield,Finance & insurance,205
2012,E09000011,Greenwich,Finance & insurance,120
2012,E09000012,Hackney,Finance & insurance,200
2012,E09000013,Hammersmith and Fulham,Finance & insurance,280
2012,E09000014,Haringey,Finance & insurance,140
2012,E09000015,Harrow,Finance & insurance,285
2012,E09000016,Havering,Finance & insurance,185
2012,E09000017,Hillingdon,Finance & insurance,230
2012,E09000018,Hounslow,Finance & insurance,200
2012,E09000019,Islington,Finance & insurance,475
2012,E09000020,Kensington and Chelsea,Finance & insurance,430
2012,E09000021,Kingston upon Thames,Finance & insurance,150
2012,E09000022,Lambeth,Finance & insurance,185
2012,E09000023,Lewisham,Finance & insurance,135
2012,E09000024,Merton,Finance & insurance,195
2012,E09000025,Newham,Finance & insurance,140
2012,E09000026,Redbridge,Finance & insurance,210
2012,E09000027,Richmond upon Thames,Finance & insurance,210
2012,E09000028,Southwark,Finance & insurance,400
2012,E09000029,Sutton,Finance & insurance,170
2012,E09000030,Tower Hamlets,Finance & insurance,600
2012,E09000031,Waltham Forest,Finance & insurance,115
2012,E09000032,Wandsworth,Finance & insurance,320
2012,E09000033,Westminster,Finance & insurance,"3,475"
2011,E09000001,City of London                ,Finance & insurance,"3,240"
2011,E09000002,Barking and Dagenham       ,Finance & insurance,95
2011,E09000003,Barnet                        ,Finance & insurance,460
2011,E09000004,Bexley                        ,Finance & insurance,125
2011,E09000005,Brent                         ,Finance & insurance,250
2011,E09000006,Bromley                       ,Finance & insurance,315
2011,E09000007,Camden                     ,Finance & insurance,675
2011,E09000008,Croydon                       ,Finance & insurance,325
2011,E09000009,Ealing                        ,Finance & insurance,225
2011,E09000010,Enfield                       ,Finance & insurance,200
2011,E09000011,Greenwich                     ,Finance & insurance,105
2011,E09000012,Hackney                       ,Finance & insurance,180
2011,E09000013,Hammersmith and Fulham        ,Finance & insurance,240
2011,E09000014,Haringey                      ,Finance & insurance,125
2011,E09000015,Harrow                        ,Finance & insurance,280
2011,E09000016,Havering                      ,Finance & insurance,170
2011,E09000017,Hillingdon                    ,Finance & insurance,215
2011,E09000018,Hounslow                      ,Finance & insurance,185
2011,E09000019,Islington                     ,Finance & insurance,565
2011,E09000020,Kensington and Chelsea        ,Finance & insurance,410
2011,E09000021,Kingston upon Thames          ,Finance & insurance,150
2011,E09000022,Lambeth                       ,Finance & insurance,180
2011,E09000023,Lewisham                      ,Finance & insurance,130
2011,E09000024,Merton                        ,Finance & insurance,165
2011,E09000025,Newham                        ,Finance & insurance,125
2011,E09000026,Redbridge                     ,Finance & insurance,175
2011,E09000027,Richmond upon Thames          ,Finance & insurance,215
2011,E09000028,Southwark                     ,Finance & insurance,525
2011,E09000029,Sutton                        ,Finance & insurance,160
2011,E09000030,Tower Hamlets                 ,Finance & insurance,575
2011,E09000031,Waltham Forest                ,Finance & insurance,110
2011,E09000032,Wandsworth                    ,Finance & insurance,275
2011,E09000033,Westminster,Finance & insurance,"3,285"
2010,E09000001,City of London                ,Finance & insurance,"3,095"
2010,E09000002,Barking and Dagenham       ,Finance & insurance,80
2010,E09000003,Barnet                        ,Finance & insurance,455
2010,E09000004,Bexley                        ,Finance & insurance,130
2010,E09000005,Brent                         ,Finance & insurance,230
2010,E09000006,Bromley                       ,Finance & insurance,325
2010,E09000007,Camden                     ,Finance & insurance,660
2010,E09000008,Croydon                       ,Finance & insurance,320
2010,E09000009,Ealing                        ,Finance & insurance,220
2010,E09000010,Enfield                       ,Finance & insurance,205
2010,E09000011,Greenwich                     ,Finance & insurance,110
2010,E09000012,Hackney                       ,Finance & insurance,200
2010,E09000013,Hammersmith and Fulham        ,Finance & insurance,240
2010,E09000014,Haringey                      ,Finance & insurance,130
2010,E09000015,Harrow                        ,Finance & insurance,280
2010,E09000016,Havering                      ,Finance & insurance,170
2010,E09000017,Hillingdon                    ,Finance & insurance,240
2010,E09000018,Hounslow                      ,Finance & insurance,195
2010,E09000019,Islington                     ,Finance & insurance,570
2010,E09000020,Kensington and Chelsea        ,Finance & insurance,395
2010,E09000021,Kingston upon Thames          ,Finance & insurance,150
2010,E09000022,Lambeth                       ,Finance & insurance,155
2010,E09000023,Lewisham                      ,Finance & insurance,120
2010,E09000024,Merton                        ,Finance & insurance,160
2010,E09000025,Newham                        ,Finance & insurance,115
2010,E09000026,Redbridge                     ,Finance & insurance,185
2010,E09000027,Richmond upon Thames          ,Finance & insurance,215
2010,E09000028,Southwark                     ,Finance & insurance,505
2010,E09000029,Sutton                        ,Finance & insurance,165
2010,E09000030,Tower Hamlets                 ,Finance & insurance,580
2010,E09000031,Waltham Forest                ,Finance & insurance,105
2010,E09000032,Wandsworth                    ,Finance & insurance,280
2010,E09000033,Westminster,Finance & insurance,"3,265"
2009,E09000001,City of London                ,Finance & insurance,655
2009,E09000002,Barking and Dagenham       ,Finance & insurance,80
2009,E09000003,Barnet                        ,Finance & insurance,465
2009,E09000004,Bexley                        ,Finance & insurance,145
2009,E09000005,Brent                         ,Finance & insurance,245
2009,E09000006,Bromley                       ,Finance & insurance,340
2009,E09000007,Camden                     ,Finance & insurance,"3,080"
2009,E09000008,Croydon                       ,Finance & insurance,330
2009,E09000009,Ealing                        ,Finance & insurance,240
2009,E09000010,Enfield                       ,Finance & insurance,215
2009,E09000011,Greenwich                     ,Finance & insurance,115
2009,E09000012,Hackney                       ,Finance & insurance,195
2009,E09000013,Hammersmith and Fulham        ,Finance & insurance,245
2009,E09000014,Haringey                      ,Finance & insurance,130
2009,E09000015,Harrow                        ,Finance & insurance,290
2009,E09000016,Havering                      ,Finance & insurance,190
2009,E09000017,Hillingdon                    ,Finance & insurance,255
2009,E09000018,Hounslow                      ,Finance & insurance,190
2009,E09000019,Islington                     ,Finance & insurance,625
2009,E09000020,Kensington and Chelsea        ,Finance & insurance,405
2009,E09000021,Kingston upon Thames          ,Finance & insurance,165
2009,E09000022,Lambeth                       ,Finance & insurance,195
2009,E09000023,Lewisham                      ,Finance & insurance,130
2009,E09000024,Merton                        ,Finance & insurance,175
2009,E09000025,Newham                        ,Finance & insurance,120
2009,E09000026,Redbridge                     ,Finance & insurance,185
2009,E09000027,Richmond upon Thames          ,Finance & insurance,225
2009,E09000028,Southwark                     ,Finance & insurance,470
2009,E09000029,Sutton                        ,Finance & insurance,165
2009,E09000030,Tower Hamlets                 ,Finance & insurance,615
2009,E09000031,Waltham Forest                ,Finance & insurance,110
2009,E09000032,Wandsworth                    ,Finance & insurance,290
2009,E09000033,Westminster,Finance & insurance,"3,330"
2018,E09000001,City of London,Property,930
2018,E09000002,Barking and Dagenham,Property,125
2018,E09000003,Barnet,Property,"1,995"
2018,E09000004,Bexley,Property,190
2018,E09000005,Brent,Property,700
2018,E09000006,Bromley,Property,435
2018,E09000007,Camden,Property,"1,385"
2018,E09000008,Croydon,Property,455
2018,E09000009,Ealing,Property,660
2018,E09000010,Enfield,Property,585
2018,E09000011,Greenwich,Property,240
2018,E09000012,Hackney,Property,"1,190"
2018,E09000013,Hammersmith and Fulham,Property,510
2018,E09000014,Haringey,Property,570
2018,E09000015,Harrow,Property,830
2018,E09000016,Havering,Property,260
2018,E09000017,Hillingdon,Property,465
2018,E09000018,Hounslow,Property,410
2018,E09000019,Islington,Property,670
2018,E09000020,Kensington and Chelsea,Property,950
2018,E09000021,Kingston upon Thames,Property,295
2018,E09000022,Lambeth,Property,480
2018,E09000023,Lewisham,Property,215
2018,E09000024,Merton,Property,385
2018,E09000025,Newham,Property,395
2018,E09000026,Redbridge,Property,560
2018,E09000027,Richmond upon Thames,Property,455
2018,E09000028,Southwark,Property,495
2018,E09000029,Sutton,Property,200
2018,E09000030,Tower Hamlets,Property,710
2018,E09000031,Waltham Forest,Property,290
2018,E09000032,Wandsworth,Property,630
2018,E09000033,Westminster,Property,"5,105"
2017,E09000001,City of London,Property,980
2017,E09000002,Barking and Dagenham,Property,145
2017,E09000003,Barnet,Property,"2,005"
2017,E09000004,Bexley,Property,215
2017,E09000005,Brent,Property,720
2017,E09000006,Bromley,Property,515
2017,E09000007,Camden,Property,"1,470"
2017,E09000008,Croydon,Property,500
2017,E09000009,Ealing,Property,685
2017,E09000010,Enfield,Property,610
2017,E09000011,Greenwich,Property,285
2017,E09000012,Hackney,Property,"1,195"
2017,E09000013,Hammersmith and Fulham,Property,565
2017,E09000014,Haringey,Property,590
2017,E09000015,Harrow,Property,825
2017,E09000016,Havering,Property,285
2017,E09000017,Hillingdon,Property,470
2017,E09000018,Hounslow,Property,450
2017,E09000019,Islington,Property,725
2017,E09000020,Kensington and Chelsea,Property,"1,155"
2017,E09000021,Kingston upon Thames,Property,330
2017,E09000022,Lambeth,Property,540
2017,E09000023,Lewisham,Property,270
2017,E09000024,Merton,Property,425
2017,E09000025,Newham,Property,425
2017,E09000026,Redbridge,Property,580
2017,E09000027,Richmond upon Thames,Property,535
2017,E09000028,Southwark,Property,580
2017,E09000029,Sutton,Property,225
2017,E09000030,Tower Hamlets,Property,820
2017,E09000031,Waltham Forest,Property,315
2017,E09000032,Wandsworth,Property,755
2017,E09000033,Westminster,Property,"5,255"
2016,E09000001,City of London,Property,955
2016,E09000002,Barking and Dagenham,Property,135
2016,E09000003,Barnet,Property,"1,980"
2016,E09000004,Bexley,Property,215
2016,E09000005,Brent,Property,640
2016,E09000006,Bromley,Property,500
2016,E09000007,Camden,Property,"1,420"
2016,E09000008,Croydon,Property,480
2016,E09000009,Ealing,Property,645
2016,E09000010,Enfield,Property,605
2016,E09000011,Greenwich,Property,250
2016,E09000012,Hackney,Property,"1,165"
2016,E09000013,Hammersmith and Fulham,Property,555
2016,E09000014,Haringey,Property,555
2016,E09000015,Harrow,Property,800
2016,E09000016,Havering,Property,270
2016,E09000017,Hillingdon,Property,460
2016,E09000018,Hounslow,Property,450
2016,E09000019,Islington,Property,705
2016,E09000020,Kensington and Chelsea,Property,"1,135"
2016,E09000021,Kingston upon Thames,Property,330
2016,E09000022,Lambeth,Property,530
2016,E09000023,Lewisham,Property,270
2016,E09000024,Merton,Property,405
2016,E09000025,Newham,Property,395
2016,E09000026,Redbridge,Property,555
2016,E09000027,Richmond upon Thames,Property,515
2016,E09000028,Southwark,Property,575
2016,E09000029,Sutton,Property,210
2016,E09000030,Tower Hamlets,Property,790
2016,E09000031,Waltham Forest,Property,300
2016,E09000032,Wandsworth,Property,730
2016,E09000033,Westminster,Property,"5,080"
2015,E09000001,City of London,Property,830
2015,E09000002,Barking and Dagenham,Property,100
2015,E09000003,Barnet,Property,"1,895"
2015,E09000004,Bexley,Property,165
2015,E09000005,Brent,Property,600
2015,E09000006,Bromley,Property,390
2015,E09000007,Camden,Property,"1,240"
2015,E09000008,Croydon,Property,400
2015,E09000009,Ealing,Property,555
2015,E09000010,Enfield,Property,540
2015,E09000011,Greenwich,Property,200
2015,E09000012,Hackney,Property,975
2015,E09000013,Hammersmith and Fulham,Property,450
2015,E09000014,Haringey,Property,460
2015,E09000015,Harrow,Property,775
2015,E09000016,Havering,Property,215
2015,E09000017,Hillingdon,Property,380
2015,E09000018,Hounslow,Property,365
2015,E09000019,Islington,Property,595
2015,E09000020,Kensington and Chelsea,Property,930
2015,E09000021,Kingston upon Thames,Property,275
2015,E09000022,Lambeth,Property,390
2015,E09000023,Lewisham,Property,195
2015,E09000024,Merton,Property,340
2015,E09000025,Newham,Property,315
2015,E09000026,Redbridge,Property,460
2015,E09000027,Richmond upon Thames,Property,415
2015,E09000028,Southwark,Property,465
2015,E09000029,Sutton,Property,175
2015,E09000030,Tower Hamlets,Property,620
2015,E09000031,Waltham Forest,Property,250
2015,E09000032,Wandsworth,Property,565
2015,E09000033,Westminster,Property,"4,705"
2014,E09000001,City of London,Property,870
2014,E09000002,Barking and Dagenham,Property,105
2014,E09000003,Barnet,Property,"1,870"
2014,E09000004,Bexley,Property,180
2014,E09000005,Brent,Property,610
2014,E09000006,Bromley,Property,440
2014,E09000007,Camden,Property,"1,330"
2014,E09000008,Croydon,Property,435
2014,E09000009,Ealing,Property,545
2014,E09000010,Enfield,Property,535
2014,E09000011,Greenwich,Property,230
2014,E09000012,Hackney,Property,960
2014,E09000013,Hammersmith and Fulham,Property,495
2014,E09000014,Haringey,Property,495
2014,E09000015,Harrow,Property,740
2014,E09000016,Havering,Property,235
2014,E09000017,Hillingdon,Property,435
2014,E09000018,Hounslow,Property,395
2014,E09000019,Islington,Property,650
2014,E09000020,Kensington and Chelsea,Property,"1,035"
2014,E09000021,Kingston upon Thames,Property,310
2014,E09000022,Lambeth,Property,465
2014,E09000023,Lewisham,Property,250
2014,E09000024,Merton,Property,350
2014,E09000025,Newham,Property,325
2014,E09000026,Redbridge,Property,470
2014,E09000027,Richmond upon Thames,Property,460
2014,E09000028,Southwark,Property,515
2014,E09000029,Sutton,Property,195
2014,E09000030,Tower Hamlets,Property,645
2014,E09000031,Waltham Forest,Property,275
2014,E09000032,Wandsworth,Property,655
2014,E09000033,Westminster,Property,"4,905"
2013,E09000001,City of London,Property,825
2013,E09000002,Barking and Dagenham,Property,95
2013,E09000003,Barnet,Property,"1,780"
2013,E09000004,Bexley,Property,175
2013,E09000005,Brent,Property,545
2013,E09000006,Bromley,Property,420
2013,E09000007,Camden,Property,"1,265"
2013,E09000008,Croydon,Property,420
2013,E09000009,Ealing,Property,515
2013,E09000010,Enfield,Property,510
2013,E09000011,Greenwich,Property,200
2013,E09000012,Hackney,Property,850
2013,E09000013,Hammersmith and Fulham,Property,500
2013,E09000014,Haringey,Property,455
2013,E09000015,Harrow,Property,685
2013,E09000016,Havering,Property,230
2013,E09000017,Hillingdon,Property,415
2013,E09000018,Hounslow,Property,375
2013,E09000019,Islington,Property,605
2013,E09000020,Kensington and Chelsea,Property,960
2013,E09000021,Kingston upon Thames,Property,295
2013,E09000022,Lambeth,Property,425
2013,E09000023,Lewisham,Property,220
2013,E09000024,Merton,Property,340
2013,E09000025,Newham,Property,300
2013,E09000026,Redbridge,Property,445
2013,E09000027,Richmond upon Thames,Property,455
2013,E09000028,Southwark,Property,505
2013,E09000029,Sutton,Property,185
2013,E09000030,Tower Hamlets,Property,575
2013,E09000031,Waltham Forest,Property,240
2013,E09000032,Wandsworth,Property,650
2013,E09000033,Westminster,Property,"4,820"
2012,E09000001,City of London,Property,805
2012,E09000002,Barking and Dagenham,Property,100
2012,E09000003,Barnet,Property,"1,640"
2012,E09000004,Bexley,Property,180
2012,E09000005,Brent,Property,500
2012,E09000006,Bromley,Property,425
2012,E09000007,Camden,Property,"1,205"
2012,E09000008,Croydon,Property,420
2012,E09000009,Ealing,Property,500
2012,E09000010,Enfield,Property,495
2012,E09000011,Greenwich,Property,195
2012,E09000012,Hackney,Property,780
2012,E09000013,Hammersmith and Fulham,Property,485
2012,E09000014,Haringey,Property,435
2012,E09000015,Harrow,Property,655
2012,E09000016,Havering,Property,210
2012,E09000017,Hillingdon,Property,400
2012,E09000018,Hounslow,Property,345
2012,E09000019,Islington,Property,595
2012,E09000020,Kensington and Chelsea,Property,920
2012,E09000021,Kingston upon Thames,Property,290
2012,E09000022,Lambeth,Property,390
2012,E09000023,Lewisham,Property,215
2012,E09000024,Merton,Property,330
2012,E09000025,Newham,Property,295
2012,E09000026,Redbridge,Property,420
2012,E09000027,Richmond upon Thames,Property,425
2012,E09000028,Southwark,Property,475
2012,E09000029,Sutton,Property,185
2012,E09000030,Tower Hamlets,Property,555
2012,E09000031,Waltham Forest,Property,230
2012,E09000032,Wandsworth,Property,645
2012,E09000033,Westminster,Property,"4,645"
2011,E09000001,City of London                ,Property,785
2011,E09000002,Barking and Dagenham       ,Property,75
2011,E09000003,Barnet                        ,Property,"1,510"
2011,E09000004,Bexley                        ,Property,175
2011,E09000005,Brent                         ,Property,470
2011,E09000006,Bromley                       ,Property,410
2011,E09000007,Camden                     ,Property,"1,085"
2011,E09000008,Croydon                       ,Property,395
2011,E09000009,Ealing                        ,Property,475
2011,E09000010,Enfield                       ,Property,470
2011,E09000011,Greenwich                     ,Property,195
2011,E09000012,Hackney                       ,Property,735
2011,E09000013,Hammersmith and Fulham        ,Property,435
2011,E09000014,Haringey                      ,Property,405
2011,E09000015,Harrow                        ,Property,600
2011,E09000016,Havering                      ,Property,205
2011,E09000017,Hillingdon                    ,Property,370
2011,E09000018,Hounslow                      ,Property,325
2011,E09000019,Islington                     ,Property,555
2011,E09000020,Kensington and Chelsea        ,Property,875
2011,E09000021,Kingston upon Thames          ,Property,265
2011,E09000022,Lambeth                       ,Property,385
2011,E09000023,Lewisham                      ,Property,195
2011,E09000024,Merton                        ,Property,340
2011,E09000025,Newham                        ,Property,275
2011,E09000026,Redbridge                     ,Property,380
