Borough,Callout_type,Date,Number of reported incidents,Year,Month
Greenwich,PRIMARY FIRES IN DWELLINGS,01-16,19,2016,08
Greenwich,ROAD TRAFFIC COLLISIONS,01-16,14,2016,08
Greenwich,RUBBISH FIRES,01-16,15,2016,08
Greenwich,SECONDARY FIRES,01-16,47,2016,08
Greenwich,SHUT-IN-LIFT RELEASES,01-16,11,2016,08
Greenwich,SPECIAL SERVICE ENTRY & EXIT,01-16,24,2016,08
Hackney,ACCIDENTAL FIRES IN RUBBISH,01-16,16,2016,08
Hackney,ACCIDENTAL OPEN LAND FIRES,01-16,10,2016,08
Hackney,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Hackney,ALL DELIBERATE FIRES,01-16,5,2016,08
Hackney,ALL FALSE ALARMS,01-16,152,2016,08
Hackney,ALL FIRES,01-16,57,2016,08
Hackney,ALL SPECIAL SERVICES,01-16,124,2016,08
Hackney,CARE HOME FIRES,01-16,1,2016,08
Hackney,DELIBERATE FIRES IN RUBBISH,01-16,4,2016,08
Hackney,DELIBERATE OPEN LAND FIRES,01-16,1,2016,08
Hackney,DELIBERATE VEHICLE FIRES,01-16,1,2016,08
Hackney,FALSE ALARMS AFAS DOM,01-16,61,2016,08
Hackney,FALSE ALARMS AFAS NONDOM,01-16,52,2016,08
Hackney,FALSE ALARMS GOOD INTENT,01-16,35,2016,08
Hackney,MALICIOUS FALSE ALARMS,01-16,3,2016,08
Hackney,NONDOMFIRES NONRRO,01-16,2,2016,08
Hackney,NONDOMFIRES RRO,01-16,2,2016,08
Hackney,PRIMARY FIRES,01-16,25,2016,08
Hackney,PRIMARY FIRES IN DWELLINGS,01-16,18,2016,08
Hackney,ROAD TRAFFIC COLLISIONS,01-16,7,2016,08
Hackney,RUBBISH FIRES,01-16,20,2016,08
Hackney,SECONDARY FIRES,01-16,32,2016,08
Hackney,SHUT-IN-LIFT RELEASES,01-16,29,2016,08
Hackney,SPECIAL SERVICE ENTRY & EXIT,01-16,34,2016,08
Hammersmith and fulham,ACCIDENTAL FIRES IN RUBBISH,01-16,10,2016,08
Hammersmith and fulham,ACCIDENTAL OPEN LAND FIRES,01-16,0,2016,08
Hammersmith and fulham,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Hammersmith and fulham,ALL DELIBERATE FIRES,01-16,3,2016,08
Hammersmith and fulham,ALL FALSE ALARMS,01-16,157,2016,08
Hammersmith and fulham,ALL FIRES,01-16,37,2016,08
Hammersmith and fulham,ALL SPECIAL SERVICES,01-16,77,2016,08
Hammersmith and fulham,CARE HOME FIRES,01-16,1,2016,08
Hammersmith and fulham,DELIBERATE FIRES IN RUBBISH,01-16,0,2016,08
Hammersmith and fulham,DELIBERATE OPEN LAND FIRES,01-16,0,2016,08
Hammersmith and fulham,DELIBERATE VEHICLE FIRES,01-16,1,2016,08
Hammersmith and fulham,FALSE ALARMS AFAS DOM,01-16,67,2016,08
Hammersmith and fulham,FALSE ALARMS AFAS NONDOM,01-16,65,2016,08
Hammersmith and fulham,FALSE ALARMS GOOD INTENT,01-16,23,2016,08
Hammersmith and fulham,MALICIOUS FALSE ALARMS,01-16,2,2016,08
Hammersmith and fulham,NONDOMFIRES NONRRO,01-16,0,2016,08
Hammersmith and fulham,NONDOMFIRES RRO,01-16,12,2016,08
Hammersmith and fulham,PRIMARY FIRES,01-16,27,2016,08
Hammersmith and fulham,PRIMARY FIRES IN DWELLINGS,01-16,11,2016,08
Hammersmith and fulham,ROAD TRAFFIC COLLISIONS,01-16,10,2016,08
Hammersmith and fulham,RUBBISH FIRES,01-16,10,2016,08
Hammersmith and fulham,SECONDARY FIRES,01-16,10,2016,08
Hammersmith and fulham,SHUT-IN-LIFT RELEASES,01-16,11,2016,08
Hammersmith and fulham,SPECIAL SERVICE ENTRY & EXIT,01-16,21,2016,08
Haringey,ACCIDENTAL FIRES IN RUBBISH,01-16,9,2016,08
Haringey,ACCIDENTAL OPEN LAND FIRES,01-16,20,2016,08
Haringey,ACCIDENTAL VEHICLE FIRES,01-16,4,2016,08
Haringey,ALL DELIBERATE FIRES,01-16,20,2016,08
Haringey,ALL FALSE ALARMS,01-16,115,2016,08
Haringey,ALL FIRES,01-16,83,2016,08
Haringey,ALL SPECIAL SERVICES,01-16,85,2016,08
Haringey,CARE HOME FIRES,01-16,1,2016,08
Haringey,DELIBERATE FIRES IN RUBBISH,01-16,8,2016,08
Haringey,DELIBERATE OPEN LAND FIRES,01-16,7,2016,08
Haringey,DELIBERATE VEHICLE FIRES,01-16,2,2016,08
Haringey,FALSE ALARMS AFAS DOM,01-16,46,2016,08
Haringey,FALSE ALARMS AFAS NONDOM,01-16,39,2016,08
Haringey,FALSE ALARMS GOOD INTENT,01-16,27,2016,08
Haringey,MALICIOUS FALSE ALARMS,01-16,3,2016,08
Haringey,NONDOMFIRES NONRRO,01-16,0,2016,08
Haringey,NONDOMFIRES RRO,01-16,7,2016,08
Haringey,PRIMARY FIRES,01-16,35,2016,08
Haringey,PRIMARY FIRES IN DWELLINGS,01-16,19,2016,08
Haringey,ROAD TRAFFIC COLLISIONS,01-16,10,2016,08
Haringey,RUBBISH FIRES,01-16,17,2016,08
Haringey,SECONDARY FIRES,01-16,48,2016,08
Haringey,SHUT-IN-LIFT RELEASES,01-16,12,2016,08
Haringey,SPECIAL SERVICE ENTRY & EXIT,01-16,22,2016,08
Harrow,ACCIDENTAL FIRES IN RUBBISH,01-16,3,2016,08
Harrow,ACCIDENTAL OPEN LAND FIRES,01-16,9,2016,08
Harrow,ACCIDENTAL VEHICLE FIRES,01-16,4,2016,08
Harrow,ALL DELIBERATE FIRES,01-16,5,2016,08
Harrow,ALL FALSE ALARMS,01-16,83,2016,08
Harrow,ALL FIRES,01-16,40,2016,08
Harrow,ALL SPECIAL SERVICES,01-16,40,2016,08
Harrow,CARE HOME FIRES,01-16,0,2016,08
Harrow,DELIBERATE FIRES IN RUBBISH,01-16,4,2016,08
Harrow,DELIBERATE OPEN LAND FIRES,01-16,2,2016,08
Harrow,DELIBERATE VEHICLE FIRES,01-16,0,2016,08
Harrow,FALSE ALARMS AFAS DOM,01-16,36,2016,08
Harrow,FALSE ALARMS AFAS NONDOM,01-16,22,2016,08
Harrow,FALSE ALARMS GOOD INTENT,01-16,22,2016,08
Harrow,MALICIOUS FALSE ALARMS,01-16,3,2016,08
Harrow,NONDOMFIRES NONRRO,01-16,2,2016,08
Harrow,NONDOMFIRES RRO,01-16,3,2016,08
Harrow,PRIMARY FIRES,01-16,20,2016,08
Harrow,PRIMARY FIRES IN DWELLINGS,01-16,11,2016,08
Harrow,ROAD TRAFFIC COLLISIONS,01-16,5,2016,08
Harrow,RUBBISH FIRES,01-16,7,2016,08
Harrow,SECONDARY FIRES,01-16,20,2016,08
Harrow,SHUT-IN-LIFT RELEASES,01-16,5,2016,08
Harrow,SPECIAL SERVICE ENTRY & EXIT,01-16,5,2016,08
Havering,ACCIDENTAL FIRES IN RUBBISH,01-16,16,2016,08
Havering,ACCIDENTAL OPEN LAND FIRES,01-16,27,2016,08
Havering,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Havering,ALL DELIBERATE FIRES,01-16,32,2016,08
Havering,ALL FALSE ALARMS,01-16,86,2016,08
Havering,ALL FIRES,01-16,90,2016,08
Havering,ALL SPECIAL SERVICES,01-16,44,2016,08
Havering,CARE HOME FIRES,01-16,1,2016,08
Havering,DELIBERATE FIRES IN RUBBISH,01-16,6,2016,08
Havering,DELIBERATE OPEN LAND FIRES,01-16,21,2016,08
Havering,DELIBERATE VEHICLE FIRES,01-16,3,2016,08
Havering,FALSE ALARMS AFAS DOM,01-16,19,2016,08
Havering,FALSE ALARMS AFAS NONDOM,01-16,41,2016,08
Havering,FALSE ALARMS GOOD INTENT,01-16,21,2016,08
Havering,MALICIOUS FALSE ALARMS,01-16,5,2016,08
Havering,NONDOMFIRES NONRRO,01-16,2,2016,08
Havering,NONDOMFIRES RRO,01-16,3,2016,08
Havering,PRIMARY FIRES,01-16,17,2016,08
Havering,PRIMARY FIRES IN DWELLINGS,01-16,2,2016,08
Havering,ROAD TRAFFIC COLLISIONS,01-16,15,2016,08
Havering,RUBBISH FIRES,01-16,22,2016,08
Havering,SECONDARY FIRES,01-16,73,2016,08
Havering,SHUT-IN-LIFT RELEASES,01-16,5,2016,08
Havering,SPECIAL SERVICE ENTRY & EXIT,01-16,10,2016,08
Hillingdon,ACCIDENTAL FIRES IN RUBBISH,01-16,19,2016,08
Hillingdon,ACCIDENTAL OPEN LAND FIRES,01-16,36,2016,08
Hillingdon,ACCIDENTAL VEHICLE FIRES,01-16,5,2016,08
Hillingdon,ALL DELIBERATE FIRES,01-16,28,2016,08
Hillingdon,ALL FALSE ALARMS,01-16,127,2016,08
Hillingdon,ALL FIRES,01-16,125,2016,08
Hillingdon,ALL SPECIAL SERVICES,01-16,64,2016,08
Hillingdon,CARE HOME FIRES,01-16,1,2016,08
Hillingdon,DELIBERATE FIRES IN RUBBISH,01-16,8,2016,08
Hillingdon,DELIBERATE OPEN LAND FIRES,01-16,9,2016,08
Hillingdon,DELIBERATE VEHICLE FIRES,01-16,12,2016,08
Hillingdon,FALSE ALARMS AFAS DOM,01-16,27,2016,08
Hillingdon,FALSE ALARMS AFAS NONDOM,01-16,51,2016,08
Hillingdon,FALSE ALARMS GOOD INTENT,01-16,44,2016,08
Hillingdon,MALICIOUS FALSE ALARMS,01-16,5,2016,08
Hillingdon,NONDOMFIRES NONRRO,01-16,8,2016,08
Hillingdon,NONDOMFIRES RRO,01-16,12,2016,08
Hillingdon,PRIMARY FIRES,01-16,50,2016,08
Hillingdon,PRIMARY FIRES IN DWELLINGS,01-16,11,2016,08
Hillingdon,ROAD TRAFFIC COLLISIONS,01-16,20,2016,08
Hillingdon,RUBBISH FIRES,01-16,27,2016,08
Hillingdon,SECONDARY FIRES,01-16,75,2016,08
Hillingdon,SHUT-IN-LIFT RELEASES,01-16,3,2016,08
Hillingdon,SPECIAL SERVICE ENTRY & EXIT,01-16,9,2016,08
Hounslow,ACCIDENTAL FIRES IN RUBBISH,01-16,15,2016,08
Hounslow,ACCIDENTAL OPEN LAND FIRES,01-16,25,2016,08
Hounslow,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Hounslow,ALL DELIBERATE FIRES,01-16,23,2016,08
Hounslow,ALL FALSE ALARMS,01-16,147,2016,08
Hounslow,ALL FIRES,01-16,91,2016,08
Hounslow,ALL SPECIAL SERVICES,01-16,57,2016,08
Hounslow,CARE HOME FIRES,01-16,1,2016,08
Hounslow,DELIBERATE FIRES IN RUBBISH,01-16,4,2016,08
Hounslow,DELIBERATE OPEN LAND FIRES,01-16,23,2016,08
Hounslow,DELIBERATE VEHICLE FIRES,01-16,4,2016,08
Hounslow,FALSE ALARMS AFAS DOM,01-16,33,2016,08
Hounslow,FALSE ALARMS AFAS NONDOM,01-16,61,2016,08
Hounslow,FALSE ALARMS GOOD INTENT,01-16,51,2016,08
Hounslow,MALICIOUS FALSE ALARMS,01-16,2,2016,08
Hounslow,NONDOMFIRES NONRRO,01-16,0,2016,08
Hounslow,NONDOMFIRES RRO,01-16,3,2016,08
Hounslow,PRIMARY FIRES,01-16,21,2016,08
Hounslow,PRIMARY FIRES IN DWELLINGS,01-16,12,2016,08
Hounslow,ROAD TRAFFIC COLLISIONS,01-16,11,2016,08
Hounslow,RUBBISH FIRES,01-16,19,2016,08
Hounslow,SECONDARY FIRES,01-16,70,2016,08
Hounslow,SHUT-IN-LIFT RELEASES,01-16,4,2016,08
Hounslow,SPECIAL SERVICE ENTRY & EXIT,01-16,14,2016,08
Islington,ACCIDENTAL FIRES IN RUBBISH,01-16,12,2016,08
Islington,ACCIDENTAL OPEN LAND FIRES,01-16,4,2016,08
Islington,ACCIDENTAL VEHICLE FIRES,01-16,3,2016,08
Islington,ALL DELIBERATE FIRES,01-16,9,2016,08
Islington,ALL FALSE ALARMS,01-16,144,2016,08
Islington,ALL FIRES,01-16,45,2016,08
Islington,ALL SPECIAL SERVICES,01-16,96,2016,08
Islington,CARE HOME FIRES,01-16,0,2016,08
Islington,DELIBERATE FIRES IN RUBBISH,01-16,2,2016,08
Islington,DELIBERATE OPEN LAND FIRES,01-16,4,2016,08
Islington,DELIBERATE VEHICLE FIRES,01-16,1,2016,08
Islington,FALSE ALARMS AFAS DOM,01-16,46,2016,08
Islington,FALSE ALARMS AFAS NONDOM,01-16,59,2016,08
Islington,FALSE ALARMS GOOD INTENT,01-16,36,2016,08
Islington,MALICIOUS FALSE ALARMS,01-16,3,2016,08
Islington,NONDOMFIRES NONRRO,01-16,0,2016,08
Islington,NONDOMFIRES RRO,01-16,4,2016,08
Islington,PRIMARY FIRES,01-16,21,2016,08
Islington,PRIMARY FIRES IN DWELLINGS,01-16,12,2016,08
Islington,ROAD TRAFFIC COLLISIONS,01-16,2,2016,08
Islington,RUBBISH FIRES,01-16,14,2016,08
Islington,SECONDARY FIRES,01-16,24,2016,08
Islington,SHUT-IN-LIFT RELEASES,01-16,24,2016,08
Islington,SPECIAL SERVICE ENTRY & EXIT,01-16,22,2016,08
Kensington and chelsea,ACCIDENTAL FIRES IN RUBBISH,01-16,11,2016,08
Kensington and chelsea,ACCIDENTAL OPEN LAND FIRES,01-16,3,2016,08
Kensington and chelsea,ACCIDENTAL VEHICLE FIRES,01-16,0,2016,08
Kensington and chelsea,ALL DELIBERATE FIRES,01-16,0,2016,08
Kensington and chelsea,ALL FALSE ALARMS,01-16,153,2016,08
Kensington and chelsea,ALL FIRES,01-16,32,2016,08
Kensington and chelsea,ALL SPECIAL SERVICES,01-16,89,2016,08
Kensington and chelsea,CARE HOME FIRES,01-16,0,2016,08
Kensington and chelsea,DELIBERATE FIRES IN RUBBISH,01-16,0,2016,08
Kensington and chelsea,DELIBERATE OPEN LAND FIRES,01-16,0,2016,08
Kensington and chelsea,DELIBERATE VEHICLE FIRES,01-16,0,2016,08
Kensington and chelsea,FALSE ALARMS AFAS DOM,01-16,73,2016,08
Kensington and chelsea,FALSE ALARMS AFAS NONDOM,01-16,51,2016,08
Kensington and chelsea,FALSE ALARMS GOOD INTENT,01-16,27,2016,08
Kensington and chelsea,MALICIOUS FALSE ALARMS,01-16,2,2016,08
Kensington and chelsea,NONDOMFIRES NONRRO,01-16,0,2016,08
Kensington and chelsea,NONDOMFIRES RRO,01-16,4,2016,08
Kensington and chelsea,PRIMARY FIRES,01-16,16,2016,08
Kensington and chelsea,PRIMARY FIRES IN DWELLINGS,01-16,11,2016,08
Kensington and chelsea,ROAD TRAFFIC COLLISIONS,01-16,3,2016,08
Kensington and chelsea,RUBBISH FIRES,01-16,11,2016,08
Kensington and chelsea,SECONDARY FIRES,01-16,16,2016,08
Kensington and chelsea,SHUT-IN-LIFT RELEASES,01-16,26,2016,08
Kensington and chelsea,SPECIAL SERVICE ENTRY & EXIT,01-16,23,2016,08
Kingston upon thames,ACCIDENTAL FIRES IN RUBBISH,01-16,7,2016,08
Kingston upon thames,ACCIDENTAL OPEN LAND FIRES,01-16,3,2016,08
Kingston upon thames,ACCIDENTAL VEHICLE FIRES,01-16,0,2016,08
Kingston upon thames,ALL DELIBERATE FIRES,01-16,4,2016,08
Kingston upon thames,ALL FALSE ALARMS,01-16,71,2016,08
Kingston upon thames,ALL FIRES,01-16,26,2016,08
Kingston upon thames,ALL SPECIAL SERVICES,01-16,27,2016,08
Kingston upon thames,CARE HOME FIRES,01-16,1,2016,08
Kingston upon thames,DELIBERATE FIRES IN RUBBISH,01-16,2,2016,08
Kingston upon thames,DELIBERATE OPEN LAND FIRES,01-16,3,2016,08
Kingston upon thames,DELIBERATE VEHICLE FIRES,01-16,0,2016,08
Kingston upon thames,FALSE ALARMS AFAS DOM,01-16,20,2016,08
Kingston upon thames,FALSE ALARMS AFAS NONDOM,01-16,34,2016,08
Kingston upon thames,FALSE ALARMS GOOD INTENT,01-16,16,2016,08
Kingston upon thames,MALICIOUS FALSE ALARMS,01-16,1,2016,08
Kingston upon thames,NONDOMFIRES NONRRO,01-16,0,2016,08
Kingston upon thames,NONDOMFIRES RRO,01-16,2,2016,08
Kingston upon thames,PRIMARY FIRES,01-16,9,2016,08
Kingston upon thames,PRIMARY FIRES IN DWELLINGS,01-16,6,2016,08
Kingston upon thames,ROAD TRAFFIC COLLISIONS,01-16,8,2016,08
Kingston upon thames,RUBBISH FIRES,01-16,9,2016,08
Kingston upon thames,SECONDARY FIRES,01-16,17,2016,08
Kingston upon thames,SHUT-IN-LIFT RELEASES,01-16,2,2016,08
Kingston upon thames,SPECIAL SERVICE ENTRY & EXIT,01-16,3,2016,08
Lambeth,ACCIDENTAL FIRES IN RUBBISH,01-16,28,2016,08
Lambeth,ACCIDENTAL OPEN LAND FIRES,01-16,18,2016,08
Lambeth,ACCIDENTAL VEHICLE FIRES,01-16,4,2016,08
Lambeth,ALL DELIBERATE FIRES,01-16,20,2016,08
Lambeth,ALL FALSE ALARMS,01-16,182,2016,08
Lambeth,ALL FIRES,01-16,104,2016,08
Lambeth,ALL SPECIAL SERVICES,01-16,178,2016,08
Lambeth,CARE HOME FIRES,01-16,3,2016,08
Lambeth,DELIBERATE FIRES IN RUBBISH,01-16,5,2016,08
Lambeth,DELIBERATE OPEN LAND FIRES,01-16,4,2016,08
Lambeth,DELIBERATE VEHICLE FIRES,01-16,7,2016,08
Lambeth,FALSE ALARMS AFAS DOM,01-16,51,2016,08
Lambeth,FALSE ALARMS AFAS NONDOM,01-16,76,2016,08
Lambeth,FALSE ALARMS GOOD INTENT,01-16,50,2016,08
Lambeth,MALICIOUS FALSE ALARMS,01-16,5,2016,08
Lambeth,NONDOMFIRES NONRRO,01-16,1,2016,08
Lambeth,NONDOMFIRES RRO,01-16,9,2016,08
Lambeth,PRIMARY FIRES,01-16,46,2016,08
Lambeth,PRIMARY FIRES IN DWELLINGS,01-16,24,2016,08
Lambeth,ROAD TRAFFIC COLLISIONS,01-16,16,2016,08
Lambeth,RUBBISH FIRES,01-16,33,2016,08
Lambeth,SECONDARY FIRES,01-16,58,2016,08
Lambeth,SHUT-IN-LIFT RELEASES,01-16,18,2016,08
Lambeth,SPECIAL SERVICE ENTRY & EXIT,01-16,33,2016,08
Lewisham,ACCIDENTAL FIRES IN RUBBISH,01-16,17,2016,08
Lewisham,ACCIDENTAL OPEN LAND FIRES,01-16,10,2016,08
Lewisham,ACCIDENTAL VEHICLE FIRES,01-16,4,2016,08
Lewisham,ALL DELIBERATE FIRES,01-16,14,2016,08
Lewisham,ALL FALSE ALARMS,01-16,136,2016,08
Lewisham,ALL FIRES,01-16,83,2016,08
Lewisham,ALL SPECIAL SERVICES,01-16,102,2016,08
Lewisham,CARE HOME FIRES,01-16,0,2016,08
Lewisham,DELIBERATE FIRES IN RUBBISH,01-16,9,2016,08
Lewisham,DELIBERATE OPEN LAND FIRES,01-16,3,2016,08
Lewisham,DELIBERATE VEHICLE FIRES,01-16,4,2016,08
Lewisham,FALSE ALARMS AFAS DOM,01-16,54,2016,08
Lewisham,FALSE ALARMS AFAS NONDOM,01-16,42,2016,08
Lewisham,FALSE ALARMS GOOD INTENT,01-16,35,2016,08
Lewisham,MALICIOUS FALSE ALARMS,01-16,5,2016,08
Lewisham,NONDOMFIRES NONRRO,01-16,2,2016,08
Lewisham,NONDOMFIRES RRO,01-16,3,2016,08
Lewisham,PRIMARY FIRES,01-16,43,2016,08
Lewisham,PRIMARY FIRES IN DWELLINGS,01-16,27,2016,08
Lewisham,ROAD TRAFFIC COLLISIONS,01-16,16,2016,08
Lewisham,RUBBISH FIRES,01-16,26,2016,08
Lewisham,SECONDARY FIRES,01-16,40,2016,08
Lewisham,SHUT-IN-LIFT RELEASES,01-16,14,2016,08
Lewisham,SPECIAL SERVICE ENTRY & EXIT,01-16,27,2016,08
Merton,ACCIDENTAL FIRES IN RUBBISH,01-16,9,2016,08
Merton,ACCIDENTAL OPEN LAND FIRES,01-16,18,2016,08
Merton,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Merton,ALL DELIBERATE FIRES,01-16,4,2016,08
Merton,ALL FALSE ALARMS,01-16,102,2016,08
Merton,ALL FIRES,01-16,53,2016,08
Merton,ALL SPECIAL SERVICES,01-16,72,2016,08
Merton,CARE HOME FIRES,01-16,1,2016,08
Merton,DELIBERATE FIRES IN RUBBISH,01-16,2,2016,08
Merton,DELIBERATE OPEN LAND FIRES,01-16,3,2016,08
Merton,DELIBERATE VEHICLE FIRES,01-16,2,2016,08
Merton,FALSE ALARMS AFAS DOM,01-16,24,2016,08
Merton,FALSE ALARMS AFAS NONDOM,01-16,31,2016,08
Merton,FALSE ALARMS GOOD INTENT,01-16,44,2016,08
Merton,MALICIOUS FALSE ALARMS,01-16,3,2016,08
Merton,NONDOMFIRES NONRRO,01-16,2,2016,08
Merton,NONDOMFIRES RRO,01-16,4,2016,08
Merton,PRIMARY FIRES,01-16,20,2016,08
Merton,PRIMARY FIRES IN DWELLINGS,01-16,8,2016,08
Merton,ROAD TRAFFIC COLLISIONS,01-16,11,2016,08
Merton,RUBBISH FIRES,01-16,11,2016,08
Merton,SECONDARY FIRES,01-16,33,2016,08
Merton,SHUT-IN-LIFT RELEASES,01-16,7,2016,08
Merton,SPECIAL SERVICE ENTRY & EXIT,01-16,9,2016,08
Newham,ACCIDENTAL FIRES IN RUBBISH,01-16,12,2016,08
Newham,ACCIDENTAL OPEN LAND FIRES,01-16,15,2016,08
Newham,ACCIDENTAL VEHICLE FIRES,01-16,2,2016,08
Newham,ALL DELIBERATE FIRES,01-16,17,2016,08
Newham,ALL FALSE ALARMS,01-16,117,2016,08
Newham,ALL FIRES,01-16,71,2016,08
Newham,ALL SPECIAL SERVICES,01-16,138,2016,08
Newham,CARE HOME FIRES,01-16,0,2016,08
Newham,DELIBERATE FIRES IN RUBBISH,01-16,6,2016,08
Newham,DELIBERATE OPEN LAND FIRES,01-16,6,2016,08
Newham,DELIBERATE VEHICLE FIRES,01-16,2,2016,08
Newham,FALSE ALARMS AFAS DOM,01-16,25,2016,08
Newham,FALSE ALARMS AFAS NONDOM,01-16,43,2016,08
Newham,FALSE ALARMS GOOD INTENT,01-16,40,2016,08
Newham,MALICIOUS FALSE ALARMS,01-16,9,2016,08
Newham,NONDOMFIRES NONRRO,01-16,0,2016,08
Newham,NONDOMFIRES RRO,01-16,5,2016,08
Newham,PRIMARY FIRES,01-16,31,2016,08
Newham,PRIMARY FIRES IN DWELLINGS,01-16,20,2016,08
Newham,ROAD TRAFFIC COLLISIONS,01-16,11,2016,08
Newham,RUBBISH FIRES,01-16,18,2016,08
Newham,SECONDARY FIRES,01-16,40,2016,08
Newham,SHUT-IN-LIFT RELEASES,01-16,17,2016,08
Newham,SPECIAL SERVICE ENTRY & EXIT,01-16,25,2016,08
Redbridge,ACCIDENTAL FIRES IN RUBBISH,01-16,11,2016,08
Redbridge,ACCIDENTAL OPEN LAND FIRES,01-16,29,2016,08
Redbridge,ACCIDENTAL VEHICLE FIRES,01-16,4,2016,08
Redbridge,ALL DELIBERATE FIRES,01-16,21,2016,08
Redbridge,ALL FALSE ALARMS,01-16,104,2016,08
Redbridge,ALL FIRES,01-16,96,2016,08
Redbridge,ALL SPECIAL SERVICES,01-16,78,2016,08
Redbridge,CARE HOME FIRES,01-16,0,2016,08
Redbridge,DELIBERATE FIRES IN RUBBISH,01-16,4,2016,08
Redbridge,DELIBERATE OPEN LAND FIRES,01-16,11,2016,08
Redbridge,DELIBERATE VEHICLE FIRES,01-16,6,2016,08
Redbridge,FALSE ALARMS AFAS DOM,01-16,32,2016,08
Redbridge,FALSE ALARMS AFAS NONDOM,01-16,27,2016,08
Redbridge,FALSE ALARMS GOOD INTENT,01-16,38,2016,08
Redbridge,MALICIOUS FALSE ALARMS,01-16,7,2016,08
Redbridge,NONDOMFIRES NONRRO,01-16,1,2016,08
Redbridge,NONDOMFIRES RRO,01-16,6,2016,08
Redbridge,PRIMARY FIRES,01-16,40,2016,08
Redbridge,PRIMARY FIRES IN DWELLINGS,01-16,17,2016,08
Redbridge,ROAD TRAFFIC COLLISIONS,01-16,18,2016,08
Redbridge,RUBBISH FIRES,01-16,15,2016,08
Redbridge,SECONDARY FIRES,01-16,56,2016,08
Redbridge,SHUT-IN-LIFT RELEASES,01-16,8,2016,08
Redbridge,SPECIAL SERVICE ENTRY & EXIT,01-16,12,2016,08
Richmond upon thames,ACCIDENTAL FIRES IN RUBBISH,01-16,3,2016,08
Richmond upon thames,ACCIDENTAL OPEN LAND FIRES,01-16,6,2016,08
Richmond upon thames,ACCIDENTAL VEHICLE FIRES,01-16,0,2016,08
Richmond upon thames,ALL DELIBERATE FIRES,01-16,2,2016,08
Richmond upon thames,ALL FALSE ALARMS,01-16,80,2016,08
Richmond upon thames,ALL FIRES,01-16,27,2016,08
Richmond upon thames,ALL SPECIAL SERVICES,01-16,34,2016,08
Richmond upon thames,CARE HOME FIRES,01-16,0,2016,08
Richmond upon thames,DELIBERATE FIRES IN RUBBISH,01-16,0,2016,08
Richmond upon thames,DELIBERATE OPEN LAND FIRES,01-16,4,2016,08
Richmond upon thames,DELIBERATE VEHICLE FIRES,01-16,0,2016,08
Richmond upon thames,FALSE ALARMS AFAS DOM,01-16,27,2016,08
Richmond upon thames,FALSE ALARMS AFAS NONDOM,01-16,31,2016,08
Richmond upon thames,FALSE ALARMS GOOD INTENT,01-16,22,2016,08
Richmond upon thames,MALICIOUS FALSE ALARMS,01-16,0,2016,08
Richmond upon thames,NONDOMFIRES NONRRO,01-16,0,2016,08
Richmond upon thames,NONDOMFIRES RRO,01-16,3,2016,08
Richmond upon thames,PRIMARY FIRES,01-16,14,2016,08
Richmond upon thames,PRIMARY FIRES IN DWELLINGS,01-16,9,2016,08
Richmond upon thames,ROAD TRAFFIC COLLISIONS,01-16,7,2016,08
Richmond upon thames,RUBBISH FIRES,01-16,3,2016,08
Richmond upon thames,SECONDARY FIRES,01-16,13,2016,08
Richmond upon thames,SHUT-IN-LIFT RELEASES,01-16,2,2016,08
Richmond upon thames,SPECIAL SERVICE ENTRY & EXIT,01-16,4,2016,08
Southwark,ACCIDENTAL FIRES IN RUBBISH,01-16,22,2016,08
Southwark,ACCIDENTAL OPEN LAND FIRES,01-16,5,2016,08
Southwark,ACCIDENTAL VEHICLE FIRES,01-16,6,2016,08
Southwark,ALL DELIBERATE FIRES,01-16,14,2016,08
Southwark,ALL FALSE ALARMS,01-16,209,2016,08
Southwark,ALL FIRES,01-16,75,2016,08
Southwark,ALL SPECIAL SERVICES,01-16,144,2016,08
Southwark,CARE HOME FIRES,01-16,0,2016,08
Southwark,DELIBERATE FIRES IN RUBBISH,01-16,5,2016,08
Southwark,DELIBERATE OPEN LAND FIRES,01-16,1,2016,08
Southwark,DELIBERATE VEHICLE FIRES,01-16,7,2016,08
Southwark,FALSE ALARMS AFAS DOM,01-16,77,2016,08
Southwark,FALSE ALARMS AFAS NONDOM,01-16,91,2016,08
Southwark,FALSE ALARMS GOOD INTENT,01-16,36,2016,08
Southwark,MALICIOUS FALSE ALARMS,01-16,5,2016,08
Southwark,NONDOMFIRES NONRRO,01-16,0,2016,08
Southwark,NONDOMFIRES RRO,01-16,6,2016,08
Southwark,PRIMARY FIRES,01-16,40,2016,08
Southwark,PRIMARY FIRES IN DWELLINGS,01-16,20,2016,08
Southwark,ROAD TRAFFIC COLLISIONS,01-16,8,2016,08
Southwark,RUBBISH FIRES,01-16,27,2016,08
Southwark,SECONDARY FIRES,01-16,35,2016,08
Southwark,SHUT-IN-LIFT RELEASES,01-16,25,2016,08
Southwark,SPECIAL SERVICE ENTRY & EXIT,01-16,28,2016,08
Sutton,ACCIDENTAL FIRES IN RUBBISH,01-16,7,2016,08
