Code,Area,Count,Year,Mode,Type
00AE,Brent,38.1,2006,Petrol Cars,Personal
00AF,Bromley,54.7,2006,Petrol Cars,Personal
00AG,Camden,24.0,2006,Petrol Cars,Personal
00AH,Croydon,53.1,2006,Petrol Cars,Personal
00AJ,Ealing,50.3,2006,Petrol Cars,Personal
00AK,Enfield,54.9,2006,Petrol Cars,Personal
00AL,Greenwich,45.7,2006,Petrol Cars,Personal
00AM,Hackney,24.3,2006,Petrol Cars,Personal
00AN,Hammersmith and Fulham,26.0,2006,Petrol Cars,Personal
00AP,Haringey,28.8,2006,Petrol Cars,Personal
00AQ,Harrow,26.9,2006,Petrol Cars,Personal
00AR,Havering,51.8,2006,Petrol Cars,Personal
00AS,Hillingdon,83.2,2006,Petrol Cars,Personal
00AT,Hounslow,63.8,2006,Petrol Cars,Personal
00AU,Islington,20.0,2006,Petrol Cars,Personal
00AW,Kensington and Chelsea,25.3,2006,Petrol Cars,Personal
00AX,Kingston upon Thames,38.1,2006,Petrol Cars,Personal
00AY,Lambeth,38.1,2006,Petrol Cars,Personal
00AZ,Lewisham,39.3,2006,Petrol Cars,Personal
00BA,Merton,26.4,2006,Petrol Cars,Personal
00BB,Newham,42.6,2006,Petrol Cars,Personal
00BC,Redbridge,41.4,2006,Petrol Cars,Personal
00BD,Richmond upon Thames,35.6,2006,Petrol Cars,Personal
00BE,Southwark,38.1,2006,Petrol Cars,Personal
00BF,Sutton,28.6,2006,Petrol Cars,Personal
00BG,Tower Hamlets,42.5,2006,Petrol Cars,Personal
00BH,Waltham Forest,28.5,2006,Petrol Cars,Personal
00BJ,Wandsworth,39.1,2006,Petrol Cars,Personal
00BK,Westminster,45.8,2006,Petrol Cars,Personal
00AA,City of London,0.7,2006,Motor-cycles,Personal
00AB,Barking and Dagenham,0.4,2006,Motor-cycles,Personal
00AC,Barnet,0.9,2006,Motor-cycles,Personal
00AD,Bexley,0.6,2006,Motor-cycles,Personal
00AE,Brent,0.6,2006,Motor-cycles,Personal
00AF,Bromley,0.9,2006,Motor-cycles,Personal
00AG,Camden,1.2,2006,Motor-cycles,Personal
00AH,Croydon,1.0,2006,Motor-cycles,Personal
00AJ,Ealing,0.9,2006,Motor-cycles,Personal
00AK,Enfield,0.6,2006,Motor-cycles,Personal
00AL,Greenwich,1.0,2006,Motor-cycles,Personal
00AM,Hackney,0.8,2006,Motor-cycles,Personal
00AN,Hammersmith and Fulham,1.2,2006,Motor-cycles,Personal
00AP,Haringey,0.7,2006,Motor-cycles,Personal
00AQ,Harrow,0.4,2006,Motor-cycles,Personal
00AR,Havering,0.8,2006,Motor-cycles,Personal
00AS,Hillingdon,1.2,2006,Motor-cycles,Personal
00AT,Hounslow,1.1,2006,Motor-cycles,Personal
00AU,Islington,1.0,2006,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.3,2006,Motor-cycles,Personal
00AX,Kingston upon Thames,0.7,2006,Motor-cycles,Personal
00AY,Lambeth,1.6,2006,Motor-cycles,Personal
00AZ,Lewisham,1.2,2006,Motor-cycles,Personal
00BA,Merton,0.6,2006,Motor-cycles,Personal
00BB,Newham,0.8,2006,Motor-cycles,Personal
00BC,Redbridge,0.5,2006,Motor-cycles,Personal
00BD,Richmond upon Thames,0.7,2006,Motor-cycles,Personal
00BE,Southwark,1.6,2006,Motor-cycles,Personal
00BF,Sutton,0.6,2006,Motor-cycles,Personal
00BG,Tower Hamlets,1.7,2006,Motor-cycles,Personal
00BH,Waltham Forest,0.4,2006,Motor-cycles,Personal
00BJ,Wandsworth,1.5,2006,Motor-cycles,Personal
00BK,Westminster,3.0,2006,Motor-cycles,Personal
00AA,City of London,1.3,2006,HGV,Freight
00AB,Barking and Dagenham,9.2,2006,HGV,Freight
00AC,Barnet,12.1,2006,HGV,Freight
00AD,Bexley,7.0,2006,HGV,Freight
00AE,Brent,7.0,2006,HGV,Freight
00AF,Bromley,6.7,2006,HGV,Freight
00AG,Camden,3.4,2006,HGV,Freight
00AH,Croydon,8.0,2006,HGV,Freight
00AJ,Ealing,10.3,2006,HGV,Freight
00AK,Enfield,27.9,2006,HGV,Freight
00AL,Greenwich,9.9,2006,HGV,Freight
00AM,Hackney,4.2,2006,HGV,Freight
00AN,Hammersmith and Fulham,4.1,2006,HGV,Freight
00AP,Haringey,3.8,2006,HGV,Freight
00AQ,Harrow,3.1,2006,HGV,Freight
00AR,Havering,34.6,2006,HGV,Freight
00AS,Hillingdon,19.3,2006,HGV,Freight
00AT,Hounslow,12.0,2006,HGV,Freight
00AU,Islington,3.0,2006,HGV,Freight
00AW,Kensington and Chelsea,3.5,2006,HGV,Freight
00AX,Kingston upon Thames,4.9,2006,HGV,Freight
00AY,Lambeth,5.0,2006,HGV,Freight
00AZ,Lewisham,5.3,2006,HGV,Freight
00BA,Merton,4.1,2006,HGV,Freight
00BB,Newham,9.4,2006,HGV,Freight
00BC,Redbridge,11.3,2006,HGV,Freight
00BD,Richmond upon Thames,4.6,2006,HGV,Freight
00BE,Southwark,5.3,2006,HGV,Freight
00BF,Sutton,3.6,2006,HGV,Freight
00BG,Tower Hamlets,8.9,2006,HGV,Freight
00BH,Waltham Forest,6.9,2006,HGV,Freight
00BJ,Wandsworth,5.5,2006,HGV,Freight
00BK,Westminster,6.9,2006,HGV,Freight
00AA,City of London,3.0,2006,Diesel LGV,Freight
00AB,Barking and Dagenham,6.4,2006,Diesel LGV,Freight
00AC,Barnet,17.2,2006,Diesel LGV,Freight
00AD,Bexley,9.2,2006,Diesel LGV,Freight
00AE,Brent,9.1,2006,Diesel LGV,Freight
00AF,Bromley,13.9,2006,Diesel LGV,Freight
00AG,Camden,7.6,2006,Diesel LGV,Freight
00AH,Croydon,13.2,2006,Diesel LGV,Freight
00AJ,Ealing,12.8,2006,Diesel LGV,Freight
00AK,Enfield,16.0,2006,Diesel LGV,Freight
00AL,Greenwich,13.0,2006,Diesel LGV,Freight
00AM,Hackney,8.3,2006,Diesel LGV,Freight
00AN,Hammersmith and Fulham,8.4,2006,Diesel LGV,Freight
00AP,Haringey,8.7,2006,Diesel LGV,Freight
00AQ,Harrow,5.8,2006,Diesel LGV,Freight
00AR,Havering,16.1,2006,Diesel LGV,Freight
00AS,Hillingdon,21.3,2006,Diesel LGV,Freight
00AT,Hounslow,15.1,2006,Diesel LGV,Freight
00AU,Islington,6.8,2006,Diesel LGV,Freight
00AW,Kensington and Chelsea,8.6,2006,Diesel LGV,Freight
00AX,Kingston upon Thames,8.7,2006,Diesel LGV,Freight
00AY,Lambeth,12.6,2006,Diesel LGV,Freight
00AZ,Lewisham,12.1,2006,Diesel LGV,Freight
00BA,Merton,6.5,2006,Diesel LGV,Freight
00BB,Newham,12.7,2006,Diesel LGV,Freight
00BC,Redbridge,11.5,2006,Diesel LGV,Freight
00BD,Richmond upon Thames,7.7,2006,Diesel LGV,Freight
00BE,Southwark,13.1,2006,Diesel LGV,Freight
00BF,Sutton,7.4,2006,Diesel LGV,Freight
00BG,Tower Hamlets,14.9,2006,Diesel LGV,Freight
00BH,Waltham Forest,7.7,2006,Diesel LGV,Freight
00BJ,Wandsworth,11.5,2006,Diesel LGV,Freight
00BK,Westminster,16.2,2006,Diesel LGV,Freight
00AA,City of London,0.3,2006,Petrol LGV,Freight
00AB,Barking and Dagenham,0.5,2006,Petrol LGV,Freight
00AC,Barnet,1.4,2006,Petrol LGV,Freight
00AD,Bexley,0.8,2006,Petrol LGV,Freight
00AE,Brent,0.8,2006,Petrol LGV,Freight
00AF,Bromley,1.2,2006,Petrol LGV,Freight
00AG,Camden,0.6,2006,Petrol LGV,Freight
00AH,Croydon,1.1,2006,Petrol LGV,Freight
00AJ,Ealing,1.1,2006,Petrol LGV,Freight
00AK,Enfield,1.4,2006,Petrol LGV,Freight
00AL,Greenwich,1.1,2006,Petrol LGV,Freight
00AM,Hackney,0.7,2006,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.7,2006,Petrol LGV,Freight
00AP,Haringey,0.7,2006,Petrol LGV,Freight
00AQ,Harrow,0.5,2006,Petrol LGV,Freight
00AR,Havering,1.4,2006,Petrol LGV,Freight
00AS,Hillingdon,1.8,2006,Petrol LGV,Freight
00AT,Hounslow,1.3,2006,Petrol LGV,Freight
00AU,Islington,0.6,2006,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.7,2006,Petrol LGV,Freight
00AX,Kingston upon Thames,0.7,2006,Petrol LGV,Freight
00AY,Lambeth,1.1,2006,Petrol LGV,Freight
00AZ,Lewisham,1.0,2006,Petrol LGV,Freight
00BA,Merton,0.6,2006,Petrol LGV,Freight
00BB,Newham,1.1,2006,Petrol LGV,Freight
00BC,Redbridge,1.0,2006,Petrol LGV,Freight
00BD,Richmond upon Thames,0.7,2006,Petrol LGV,Freight
00BE,Southwark,1.1,2006,Petrol LGV,Freight
00BF,Sutton,0.6,2006,Petrol LGV,Freight
00BG,Tower Hamlets,1.3,2006,Petrol LGV,Freight
00BH,Waltham Forest,0.7,2006,Petrol LGV,Freight
00BJ,Wandsworth,1.0,2006,Petrol LGV,Freight
00BK,Westminster,1.4,2006,Petrol LGV,Freight
00AA,City of London,1.7,2007,Buses,Personal
00AB,Barking and Dagenham,2.0,2007,Buses,Personal
00AC,Barnet,5.5,2007,Buses,Personal
00AD,Bexley,3.4,2007,Buses,Personal
00AE,Brent,4.0,2007,Buses,Personal
00AF,Bromley,5.8,2007,Buses,Personal
00AG,Camden,4.5,2007,Buses,Personal
00AH,Croydon,5.4,2007,Buses,Personal
00AJ,Ealing,4.7,2007,Buses,Personal
00AK,Enfield,4.3,2007,Buses,Personal
00AL,Greenwich,5.1,2007,Buses,Personal
00AM,Hackney,4.5,2007,Buses,Personal
00AN,Hammersmith and Fulham,3.6,2007,Buses,Personal
00AP,Haringey,4.5,2007,Buses,Personal
00AQ,Harrow,2.5,2007,Buses,Personal
00AR,Havering,4.0,2007,Buses,Personal
00AS,Hillingdon,6.8,2007,Buses,Personal
00AT,Hounslow,5.8,2007,Buses,Personal
00AU,Islington,3.9,2007,Buses,Personal
00AW,Kensington and Chelsea,3.9,2007,Buses,Personal
00AX,Kingston upon Thames,3.0,2007,Buses,Personal
00AY,Lambeth,7.7,2007,Buses,Personal
00AZ,Lewisham,5.9,2007,Buses,Personal
00BA,Merton,3.0,2007,Buses,Personal
00BB,Newham,4.6,2007,Buses,Personal
00BC,Redbridge,3.5,2007,Buses,Personal
00BD,Richmond upon Thames,4.1,2007,Buses,Personal
00BE,Southwark,7.5,2007,Buses,Personal
00BF,Sutton,2.9,2007,Buses,Personal
00BG,Tower Hamlets,4.6,2007,Buses,Personal
00BH,Waltham Forest,2.8,2007,Buses,Personal
00BJ,Wandsworth,4.7,2007,Buses,Personal
00BK,Westminster,11.7,2007,Buses,Personal
00AA,City of London,2.5,2007,Diesel Cars,Personal
00AB,Barking and Dagenham,7.2,2007,Diesel Cars,Personal
00AC,Barnet,21.1,2007,Diesel Cars,Personal
00AD,Bexley,10.6,2007,Diesel Cars,Personal
00AE,Brent,10.6,2007,Diesel Cars,Personal
00AF,Bromley,16.0,2007,Diesel Cars,Personal
00AG,Camden,6.8,2007,Diesel Cars,Personal
00AH,Croydon,15.5,2007,Diesel Cars,Personal
00AJ,Ealing,14.2,2007,Diesel Cars,Personal
00AK,Enfield,20.4,2007,Diesel Cars,Personal
00AL,Greenwich,12.8,2007,Diesel Cars,Personal
00AM,Hackney,6.9,2007,Diesel Cars,Personal
00AN,Hammersmith and Fulham,7.4,2007,Diesel Cars,Personal
00AP,Haringey,8.2,2007,Diesel Cars,Personal
00AQ,Harrow,8.1,2007,Diesel Cars,Personal
00AR,Havering,19.9,2007,Diesel Cars,Personal
00AS,Hillingdon,30.5,2007,Diesel Cars,Personal
00AT,Hounslow,21.9,2007,Diesel Cars,Personal
00AU,Islington,5.7,2007,Diesel Cars,Personal
00AW,Kensington and Chelsea,7.0,2007,Diesel Cars,Personal
00AX,Kingston upon Thames,11.4,2007,Diesel Cars,Personal
00AY,Lambeth,10.9,2007,Diesel Cars,Personal
00AZ,Lewisham,11.3,2007,Diesel Cars,Personal
00BA,Merton,7.6,2007,Diesel Cars,Personal
00BB,Newham,12.3,2007,Diesel Cars,Personal
00BC,Redbridge,12.8,2007,Diesel Cars,Personal
00BD,Richmond upon Thames,10.2,2007,Diesel Cars,Personal
00BE,Southwark,10.7,2007,Diesel Cars,Personal
00BF,Sutton,8.4,2007,Diesel Cars,Personal
00BG,Tower Hamlets,12.3,2007,Diesel Cars,Personal
00BH,Waltham Forest,8.0,2007,Diesel Cars,Personal
00BJ,Wandsworth,11.5,2007,Diesel Cars,Personal
00BK,Westminster,12.4,2007,Diesel Cars,Personal
00AA,City of London,8.4,2007,Petrol Cars,Personal
00AB,Barking and Dagenham,23.3,2007,Petrol Cars,Personal
00AC,Barnet,58.1,2007,Petrol Cars,Personal
00AD,Bexley,33.6,2007,Petrol Cars,Personal
00AE,Brent,35.4,2007,Petrol Cars,Personal
00AF,Bromley,50.7,2007,Petrol Cars,Personal
00AG,Camden,22.8,2007,Petrol Cars,Personal
00AH,Croydon,51.2,2007,Petrol Cars,Personal
00AJ,Ealing,46.3,2007,Petrol Cars,Personal
00AK,Enfield,51.3,2007,Petrol Cars,Personal
00AL,Greenwich,42.4,2007,Petrol Cars,Personal
00AM,Hackney,23.4,2007,Petrol Cars,Personal
00AN,Hammersmith and Fulham,24.8,2007,Petrol Cars,Personal
00AP,Haringey,27.6,2007,Petrol Cars,Personal
00AQ,Harrow,25.5,2007,Petrol Cars,Personal
00AR,Havering,48.3,2007,Petrol Cars,Personal
00AS,Hillingdon,78.3,2007,Petrol Cars,Personal
00AT,Hounslow,58.3,2007,Petrol Cars,Personal
00AU,Islington,19.1,2007,Petrol Cars,Personal
00AW,Kensington and Chelsea,23.5,2007,Petrol Cars,Personal
00AX,Kingston upon Thames,36.8,2007,Petrol Cars,Personal
00AY,Lambeth,36.7,2007,Petrol Cars,Personal
00AZ,Lewisham,38.1,2007,Petrol Cars,Personal
00BA,Merton,25.3,2007,Petrol Cars,Personal
00BB,Newham,41.4,2007,Petrol Cars,Personal
00BC,Redbridge,39.1,2007,Petrol Cars,Personal
00BD,Richmond upon Thames,33.9,2007,Petrol Cars,Personal
00BE,Southwark,36.1,2007,Petrol Cars,Personal
00BF,Sutton,28.0,2007,Petrol Cars,Personal
00BG,Tower Hamlets,41.4,2007,Petrol Cars,Personal
00BH,Waltham Forest,26.6,2007,Petrol Cars,Personal
00BJ,Wandsworth,38.6,2007,Petrol Cars,Personal
00BK,Westminster,42.3,2007,Petrol Cars,Personal
00AA,City of London,0.7,2007,Motor-cycles,Personal
00AB,Barking and Dagenham,0.5,2007,Motor-cycles,Personal
00AC,Barnet,1.1,2007,Motor-cycles,Personal
00AD,Bexley,0.6,2007,Motor-cycles,Personal
00AE,Brent,0.7,2007,Motor-cycles,Personal
00AF,Bromley,1.0,2007,Motor-cycles,Personal
00AG,Camden,1.3,2007,Motor-cycles,Personal
00AH,Croydon,1.1,2007,Motor-cycles,Personal
00AJ,Ealing,1.0,2007,Motor-cycles,Personal
00AK,Enfield,0.7,2007,Motor-cycles,Personal
00AL,Greenwich,1.2,2007,Motor-cycles,Personal
00AM,Hackney,0.9,2007,Motor-cycles,Personal
00AN,Hammersmith and Fulham,1.3,2007,Motor-cycles,Personal
00AP,Haringey,0.8,2007,Motor-cycles,Personal
00AQ,Harrow,0.4,2007,Motor-cycles,Personal
00AR,Havering,0.9,2007,Motor-cycles,Personal
00AS,Hillingdon,1.3,2007,Motor-cycles,Personal
00AT,Hounslow,1.2,2007,Motor-cycles,Personal
00AU,Islington,1.1,2007,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.3,2007,Motor-cycles,Personal
00AX,Kingston upon Thames,0.8,2007,Motor-cycles,Personal
00AY,Lambeth,1.8,2007,Motor-cycles,Personal
00AZ,Lewisham,1.3,2007,Motor-cycles,Personal
00BA,Merton,0.6,2007,Motor-cycles,Personal
00BB,Newham,1.0,2007,Motor-cycles,Personal
00BC,Redbridge,0.6,2007,Motor-cycles,Personal
00BD,Richmond upon Thames,0.8,2007,Motor-cycles,Personal
00BE,Southwark,1.7,2007,Motor-cycles,Personal
00BF,Sutton,0.6,2007,Motor-cycles,Personal
00BG,Tower Hamlets,1.9,2007,Motor-cycles,Personal
00BH,Waltham Forest,0.5,2007,Motor-cycles,Personal
00BJ,Wandsworth,1.7,2007,Motor-cycles,Personal
00BK,Westminster,2.8,2007,Motor-cycles,Personal
00AA,City of London,1.5,2007,HGV,Freight
00AB,Barking and Dagenham,9.0,2007,HGV,Freight
00AC,Barnet,12.8,2007,HGV,Freight
00AD,Bexley,7.5,2007,HGV,Freight
00AE,Brent,6.6,2007,HGV,Freight
00AF,Bromley,6.6,2007,HGV,Freight
00AG,Camden,3.5,2007,HGV,Freight
00AH,Croydon,8.4,2007,HGV,Freight
00AJ,Ealing,10.0,2007,HGV,Freight
00AK,Enfield,28.8,2007,HGV,Freight
00AL,Greenwich,10.2,2007,HGV,Freight
00AM,Hackney,4.2,2007,HGV,Freight
00AN,Hammersmith and Fulham,4.2,2007,HGV,Freight
00AP,Haringey,3.7,2007,HGV,Freight
00AQ,Harrow,3.2,2007,HGV,Freight
00AR,Havering,35.5,2007,HGV,Freight
00AS,Hillingdon,20.5,2007,HGV,Freight
00AT,Hounslow,12.9,2007,HGV,Freight
00AU,Islington,3.1,2007,HGV,Freight
00AW,Kensington and Chelsea,3.7,2007,HGV,Freight
00AX,Kingston upon Thames,5.4,2007,HGV,Freight
00AY,Lambeth,5.0,2007,HGV,Freight
00AZ,Lewisham,5.2,2007,HGV,Freight
00BA,Merton,4.4,2007,HGV,Freight
00BB,Newham,10.0,2007,HGV,Freight
00BC,Redbridge,11.7,2007,HGV,Freight
00BD,Richmond upon Thames,4.4,2007,HGV,Freight
00BE,Southwark,5.4,2007,HGV,Freight
00BF,Sutton,3.6,2007,HGV,Freight
00BG,Tower Hamlets,8.7,2007,HGV,Freight
00BH,Waltham Forest,7.1,2007,HGV,Freight
00BJ,Wandsworth,5.8,2007,HGV,Freight
00BK,Westminster,7.0,2007,HGV,Freight
00AA,City of London,3.5,2007,Diesel LGV,Freight
00AB,Barking and Dagenham,7.7,2007,Diesel LGV,Freight
00AC,Barnet,19.0,2007,Diesel LGV,Freight
00AD,Bexley,10.6,2007,Diesel LGV,Freight
00AE,Brent,10.4,2007,Diesel LGV,Freight
00AF,Bromley,15.0,2007,Diesel LGV,Freight
00AG,Camden,8.5,2007,Diesel LGV,Freight
00AH,Croydon,14.2,2007,Diesel LGV,Freight
00AJ,Ealing,13.9,2007,Diesel LGV,Freight
00AK,Enfield,17.7,2007,Diesel LGV,Freight
00AL,Greenwich,14.5,2007,Diesel LGV,Freight
00AM,Hackney,9.0,2007,Diesel LGV,Freight
00AN,Hammersmith and Fulham,9.4,2007,Diesel LGV,Freight
00AP,Haringey,9.4,2007,Diesel LGV,Freight
00AQ,Harrow,6.3,2007,Diesel LGV,Freight
00AR,Havering,17.3,2007,Diesel LGV,Freight
00AS,Hillingdon,22.2,2007,Diesel LGV,Freight
00AT,Hounslow,15.8,2007,Diesel LGV,Freight
00AU,Islington,7.2,2007,Diesel LGV,Freight
00AW,Kensington and Chelsea,9.1,2007,Diesel LGV,Freight
00AX,Kingston upon Thames,9.4,2007,Diesel LGV,Freight
00AY,Lambeth,13.3,2007,Diesel LGV,Freight
00AZ,Lewisham,12.9,2007,Diesel LGV,Freight
00BA,Merton,7.2,2007,Diesel LGV,Freight
00BB,Newham,13.9,2007,Diesel LGV,Freight
00BC,Redbridge,13.0,2007,Diesel LGV,Freight
00BD,Richmond upon Thames,8.7,2007,Diesel LGV,Freight
00BE,Southwark,13.8,2007,Diesel LGV,Freight
00BF,Sutton,7.9,2007,Diesel LGV,Freight
00BG,Tower Hamlets,16.1,2007,Diesel LGV,Freight
00BH,Waltham Forest,8.7,2007,Diesel LGV,Freight
00BJ,Wandsworth,12.6,2007,Diesel LGV,Freight
00BK,Westminster,17.6,2007,Diesel LGV,Freight
00AA,City of London,0.3,2007,Petrol LGV,Freight
00AB,Barking and Dagenham,0.6,2007,Petrol LGV,Freight
00AC,Barnet,1.4,2007,Petrol LGV,Freight
00AD,Bexley,0.8,2007,Petrol LGV,Freight
00AE,Brent,0.8,2007,Petrol LGV,Freight
00AF,Bromley,1.1,2007,Petrol LGV,Freight
00AG,Camden,0.6,2007,Petrol LGV,Freight
00AH,Croydon,1.1,2007,Petrol LGV,Freight
00AJ,Ealing,1.0,2007,Petrol LGV,Freight
00AK,Enfield,1.3,2007,Petrol LGV,Freight
00AL,Greenwich,1.1,2007,Petrol LGV,Freight
00AM,Hackney,0.7,2007,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.7,2007,Petrol LGV,Freight
00AP,Haringey,0.7,2007,Petrol LGV,Freight
00AQ,Harrow,0.5,2007,Petrol LGV,Freight
00AR,Havering,1.3,2007,Petrol LGV,Freight
00AS,Hillingdon,1.6,2007,Petrol LGV,Freight
00AT,Hounslow,1.1,2007,Petrol LGV,Freight
00AU,Islington,0.5,2007,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.7,2007,Petrol LGV,Freight
00AX,Kingston upon Thames,0.7,2007,Petrol LGV,Freight
00AY,Lambeth,1.0,2007,Petrol LGV,Freight
00AZ,Lewisham,1.0,2007,Petrol LGV,Freight
00BA,Merton,0.5,2007,Petrol LGV,Freight
00BB,Newham,1.0,2007,Petrol LGV,Freight
00BC,Redbridge,1.0,2007,Petrol LGV,Freight
00BD,Richmond upon Thames,0.6,2007,Petrol LGV,Freight
00BE,Southwark,1.0,2007,Petrol LGV,Freight
00BF,Sutton,0.6,2007,Petrol LGV,Freight
00BG,Tower Hamlets,1.2,2007,Petrol LGV,Freight
00BH,Waltham Forest,0.6,2007,Petrol LGV,Freight
00BJ,Wandsworth,0.9,2007,Petrol LGV,Freight
00BK,Westminster,1.3,2007,Petrol LGV,Freight
00AA,City of London,2.1,2008,Buses,Personal
00AB,Barking and Dagenham,2.8,2008,Buses,Personal
00AC,Barnet,8.1,2008,Buses,Personal
00AD,Bexley,4.7,2008,Buses,Personal
00AE,Brent,5.7,2008,Buses,Personal
00AF,Bromley,7.6,2008,Buses,Personal
00AG,Camden,5.8,2008,Buses,Personal
00AH,Croydon,7.1,2008,Buses,Personal
00AJ,Ealing,6.3,2008,Buses,Personal
00AK,Enfield,6.0,2008,Buses,Personal
00AL,Greenwich,7.1,2008,Buses,Personal
00AM,Hackney,6.0,2008,Buses,Personal
00AN,Hammersmith and Fulham,4.9,2008,Buses,Personal
00AP,Haringey,6.0,2008,Buses,Personal
00AQ,Harrow,3.4,2008,Buses,Personal
00AR,Havering,5.3,2008,Buses,Personal
00AS,Hillingdon,9.3,2008,Buses,Personal
00AT,Hounslow,7.6,2008,Buses,Personal
00AU,Islington,5.0,2008,Buses,Personal
00AW,Kensington and Chelsea,5.0,2008,Buses,Personal
00AX,Kingston upon Thames,4.3,2008,Buses,Personal
00AY,Lambeth,9.9,2008,Buses,Personal
00AZ,Lewisham,7.2,2008,Buses,Personal
00BA,Merton,4.2,2008,Buses,Personal
00BB,Newham,6.1,2008,Buses,Personal
00BC,Redbridge,4.4,2008,Buses,Personal
00BD,Richmond upon Thames,5.8,2008,Buses,Personal
00BE,Southwark,9.4,2008,Buses,Personal
00BF,Sutton,3.4,2008,Buses,Personal
00BG,Tower Hamlets,5.7,2008,Buses,Personal
00BH,Waltham Forest,4.0,2008,Buses,Personal
00BJ,Wandsworth,6.4,2008,Buses,Personal
00BK,Westminster,13.9,2008,Buses,Personal
00AA,City of London,2.8,2008,Diesel Cars,Personal
00AB,Barking and Dagenham,8.1,2008,Diesel Cars,Personal
00AC,Barnet,24.3,2008,Diesel Cars,Personal
00AD,Bexley,12.9,2008,Diesel Cars,Personal
00AE,Brent,12.4,2008,Diesel Cars,Personal
00AF,Bromley,18.5,2008,Diesel Cars,Personal
00AG,Camden,8.1,2008,Diesel Cars,Personal
00AH,Croydon,18.1,2008,Diesel Cars,Personal
00AJ,Ealing,17.9,2008,Diesel Cars,Personal
00AK,Enfield,20.9,2008,Diesel Cars,Personal
00AL,Greenwich,15.2,2008,Diesel Cars,Personal
00AM,Hackney,8.4,2008,Diesel Cars,Personal
00AN,Hammersmith and Fulham,9.1,2008,Diesel Cars,Personal
00AP,Haringey,9.6,2008,Diesel Cars,Personal
00AQ,Harrow,9.4,2008,Diesel Cars,Personal
00AR,Havering,20.7,2008,Diesel Cars,Personal
00AS,Hillingdon,32.8,2008,Diesel Cars,Personal
00AT,Hounslow,24.1,2008,Diesel Cars,Personal
00AU,Islington,6.7,2008,Diesel Cars,Personal
00AW,Kensington and Chelsea,8.3,2008,Diesel Cars,Personal
00AX,Kingston upon Thames,13.3,2008,Diesel Cars,Personal
00AY,Lambeth,12.9,2008,Diesel Cars,Personal
00AZ,Lewisham,13.5,2008,Diesel Cars,Personal
00BA,Merton,9.0,2008,Diesel Cars,Personal
00BB,Newham,15.2,2008,Diesel Cars,Personal
00BC,Redbridge,14.5,2008,Diesel Cars,Personal
00BD,Richmond upon Thames,12.1,2008,Diesel Cars,Personal
00BE,Southwark,12.5,2008,Diesel Cars,Personal
00BF,Sutton,9.6,2008,Diesel Cars,Personal
00BG,Tower Hamlets,14.7,2008,Diesel Cars,Personal
00BH,Waltham Forest,9.6,2008,Diesel Cars,Personal
00BJ,Wandsworth,13.9,2008,Diesel Cars,Personal
00BK,Westminster,14.5,2008,Diesel Cars,Personal
00AA,City of London,7.1,2008,Petrol Cars,Personal
00AB,Barking and Dagenham,19.2,2008,Petrol Cars,Personal
00AC,Barnet,53.9,2008,Petrol Cars,Personal
00AD,Bexley,30.6,2008,Petrol Cars,Personal
00AE,Brent,29.0,2008,Petrol Cars,Personal
00AF,Bromley,43.1,2008,Petrol Cars,Personal
00AG,Camden,19.7,2008,Petrol Cars,Personal
00AH,Croydon,42.1,2008,Petrol Cars,Personal
00AJ,Ealing,42.3,2008,Petrol Cars,Personal
00AK,Enfield,44.8,2008,Petrol Cars,Personal
00AL,Greenwich,35.9,2008,Petrol Cars,Personal
00AM,Hackney,20.5,2008,Petrol Cars,Personal
00AN,Hammersmith and Fulham,22.2,2008,Petrol Cars,Personal
00AP,Haringey,23.2,2008,Petrol Cars,Personal
00AQ,Harrow,21.6,2008,Petrol Cars,Personal
00AR,Havering,43.3,2008,Petrol Cars,Personal
00AS,Hillingdon,69.2,2008,Petrol Cars,Personal
00AT,Hounslow,52.0,2008,Petrol Cars,Personal
00AU,Islington,16.4,2008,Petrol Cars,Personal
00AW,Kensington and Chelsea,20.3,2008,Petrol Cars,Personal
00AX,Kingston upon Thames,31.4,2008,Petrol Cars,Personal
00AY,Lambeth,31.2,2008,Petrol Cars,Personal
00AZ,Lewisham,32.3,2008,Petrol Cars,Personal
00BA,Merton,21.2,2008,Petrol Cars,Personal
00BB,Newham,37.2,2008,Petrol Cars,Personal
00BC,Redbridge,33.7,2008,Petrol Cars,Personal
00BD,Richmond upon Thames,28.4,2008,Petrol Cars,Personal
00BE,Southwark,30.1,2008,Petrol Cars,Personal
00BF,Sutton,22.2,2008,Petrol Cars,Personal
00BG,Tower Hamlets,35.7,2008,Petrol Cars,Personal
00BH,Waltham Forest,22.9,2008,Petrol Cars,Personal
00BJ,Wandsworth,33.7,2008,Petrol Cars,Personal
00BK,Westminster,36.2,2008,Petrol Cars,Personal
00AA,City of London,0.6,2008,Motor-cycles,Personal
00AB,Barking and Dagenham,0.3,2008,Motor-cycles,Personal
00AC,Barnet,1.0,2008,Motor-cycles,Personal
00AD,Bexley,0.6,2008,Motor-cycles,Personal
00AE,Brent,0.5,2008,Motor-cycles,Personal
