,New code,Area name,Year,Population,Population density,Percent born abroad,Births,Deaths,Std Mortality Rate,Employment Rate,Unemployment Rate,Youth Unemployment Rate,NEET,NEET Rate,DWP Working age client group,DWP Working age client group rates,Employment and Support Allowance Claims,Female JSA Claims,Housing Benefit Claims,Housing Benefit Claims Rate,Incapacity Benefit Claims,Income Support Claims,Income Support Claims Rate,Male JSA Claims,Total JSA Claims,Inner/Outer London,% of economically active with NVQ4+ - working age,% of economically active with NVQ3 only - working age,% of economically active with Trade Apprenticeships - working age,% of economically active with NVQ2 only - working age,% of economically active with NVQ1 only - working age,% of economically active with other qualifications - working age,% of economically active with no qualifications - working age,Gross Annual Pay - Full Time - Total (£),Gross Annual Pay - Full Time - Male (£),Gross Annual Pay - Full Time - Female (£),Median Modelled Household income (£),Mean Modelled Household income (£),Number of active businesses,Two-year business survival rates,Number Employed - Total,Number Employed - Male,Number Employed - Female,Jobs Density,Crime Rates per thousand population,Fires per thousand population,Ambulance incidents per hundred population,Total Carbon Emissions,Household Waste Recycling Rate,Number of Licensed Vehicles,Traffic Flows,% of adults who cycle at least once per month,Road Casualties (Killed or Seriously Injured),Average Public Transport Accessibility Score,% children living in out-of-work households,% of Children in Poverty,Household Estimates,Median House Price (£),Number of properties sold,Tenure: Owned Outright (%),Tenure: Buying with mortgage (%),Tenure: Rented from Local Authority or Housing Association (%),Tenure: Rented from Private landlord (%)
244,E09000014,Haringey,2006,233174.0,,36.6,4076,1229.0,99,67.0,8.6,,,,31220.0,19.0,,2170,,,12530,16760,10.22425026,5610,7780,Outer,47.9,8.7,2.2,8.2,6.4,18.9,7.7,27020,27837,25518,,,,,,,,,131.211027,,,1054.477552,25.0,,603.0,,117.0,,,,,239000.0,,,,,
245,E09000015,Harrow,2006,223632.0,,39.6,2924,1565.0,85,71.6,8.5,,,,15810.0,10.7,,960,,,6990,6980,4.707405734,1950,2910,Outer,37.3,12.1,3.1,10.4,8.5,23.4,5.2,25575,27353,23875,,,,,,,,,70.81723546,,,998.5349061000001,28.0,,620.0,,58.0,,,,,250000.0,,,,,
246,E09000016,Havering,2006,228198.0,,7.5,2426,2198.0,97,74.0,4.1,,,,16710.0,11.6,,870,,,7760,6720,4.661616582,1710,2580,Outer,20.4,15.9,6,15.9,15.9,10.4,15.6,26394,27443,22618,,,,,,,,,87.63004058,,,1336.768435,20.0,,1539.0,,120.0,,,,,205000.0,,,,,
247,E09000017,Hillingdon,2006,254387.0,,21,3691,1916.0,95,70.6,8.9,,,,19650.0,11.7,,1000,,,8400,9220,5.4998150820000005,2370,3370,Outer,29.3,14.1,6.6,13.7,10.6,14.9,10.8,28771,31905,23938,,,,,,,,,110.6345843,,,2319.320199,31.0,,2159.0,,110.0,,,,,230000.0,,,,,
248,E09000018,Hounslow,2006,228126.0,,32.6,3828,1499.0,105,71.8,9.5,,,,20100.0,12.7,,1140,,,8890,9760,6.181166442,2370,3510,Outer,37.2,13.6,3.3,10.2,9.1,19.2,7.3,26853,28687,23829,,,,,,,,,107.3310364,,,1638.988718,20.0,,1616.0,,146.0,,,,,235995.0,,,,,
249,E09000019,Islington,2006,185283.0,,34.4,2803,1164.0,114,66.4,7.7,,,,27860.0,20.4,,1840,,,12430,15710,11.48240729,4270,6110,Inner,55.8,7.5,1.1,10.8,6.8,9.4,8.6,33995,37653,29215,,,,,,,,,190.2387159,,,1227.103098,24.0,,451.0,,81.0,,,,,297660.0,,,,,
250,E09000020,Kensington and Chelsea,2006,165245.0,,45.4,2321,810.0,58,62.0,6.8,,,,12660.0,10.5,,860,,,6350,7000,5.786893513,1710,2560,Inner,52.8,7.8,1.9,6,3.4,20.2,7.9,26619,27443,26484,,,,,,,,,147.2238192,,,1411.384639,24.0,,569.0,,114.0,,,,,525000.0,,,,,
251,E09000021,Kingston upon Thames,2006,153667.0,,24.3,2046,1125.0,90,74.2,4.6,,,,7960.0,7.5,,400,,,3710,3470,3.254274166,990,1380,Outer,47.9,14.3,2.7,11.6,9.7,7.9,5.8,25640,27741,22721,,,,,,,,,85.28181067,,,877.0962291000001,24.0,,940.0,,77.0,,,,,250000.0,,,,,
252,E09000022,Lambeth,2006,280524.0,,34.3,4908,1658.0,113,64.1,8.1,,,,35010.0,17.1,,2530,,,14250,18620,9.077967159,6210,8740,Inner,51.0,10.9,!,9,3.5,10.4,14.8,29930,31503,27851,,,,,,,,,138.5549899,,,1426.182486,23.0,,832.0,,195.0,,,,,245750.0,,,,,
253,E09000023,Lewisham,2006,257976.0,,31,4568,1696.0,106,70.0,8.3,,,,30600.0,17.1,,1960,,,12330,15660,8.731043711,5260,7220,Inner,36.2,10.5,2.4,13.5,11.6,16.2,9.6,27021,29106,25161,,,,,,,,,124.623996,,,1156.272956,16.0,,831.0,,132.0,,,,,203000.0,,,,,
254,E09000024,Merton,2006,192520.0,,30.9,3091,1292.0,86,73.4,7.1,,,,12670.0,9.5,,890,,,5140,5570,4.195224825,2090,2980,Outer,43.3,9.8,4.3,9.4,9.9,16.3,6.8,24883,26723,22398,,,,,,,,,83.51340121,,,896.5800417000002,25.0,,639.0,,74.0,,,,,242052.5,,,,,
255,E09000025,Newham,2006,257994.0,,49.4,5523,1474.0,114,56.9,12.8,,,,34940.0,20.1,,2090,,,13300,18370,10.55516611,5740,7830,Inner,31.2,8.8,2.2,9,10.1,28.5,10.2,27162,29633,20448,,,,,,,,,137.976077,,,1556.740657,14.0,,960.0,,75.0,,,,,211000.0,,,,,
256,E09000026,Redbridge,2006,255590.0,,33.5,3977,1875.0,93,67.5,7.3,,,,21840.0,13.1,,1330,,,9280,9840,5.887244901,2980,4300,Outer,41.6,14.7,2.1,10.6,10.5,14.6,5.9,27940,29181,24961,,,,,,,,,96.42787276,,,1103.7126560000002,19.0,,1085.0,,98.0,,,,,240000.0,,,,,
257,E09000027,Richmond upon Thames,2006,182520.0,,19.9,2767,1323.0,87,75.7,3.8,,,,8600.0,6.9,,540,,,3980,3660,2.9283514019999997,1090,1630,Outer,58.7,10.4,3.2,9.8,6.2,7.5,4.4,28610,29397,27740,,,,,,,,,73.46044269,,,1050.060344,32.0,,847.0,,103.0,,,,,330000.0,,,,,
258,E09000028,Southwark,2006,267553.0,,36.5,4753,1476.0,94,64.5,9.4,,,,33420.0,17.4,,2250,,,13950,17820,9.252336449,5630,7870,Inner,46.0,8,1.7,10.6,6.8,12,15,31575,35166,27845,,,,,,,,,148.4304044,,,1744.459839,18.0,,819.0,,138.0,,,,,247500.0,,,,,
259,E09000029,Sutton,2006,182882.0,,13.8,2426,1478.0,93,77.7,5.1,,,,11960.0,9.9,,660,,,5300,5080,4.2250241189999995,1540,2200,Outer,34.8,17.5,2.8,16.2,13.8,5.1,9.8,25102,26500,22701,,,,,,,,,84.25104712,,,878.1769712000001,30.0,,687.0,,83.0,,,,,210000.0,,,,,
260,E09000030,Tower Hamlets,2006,218400.0,,41.7,4152,1198.0,115,53.1,14.3,,,,30610.0,19.7,,2030,,,11530,15840,10.1961996,6190,8220,Inner,39.7,10.9,1.1,9.2,8.6,16.8,13.7,38975,43463,32933,,,,,,,,,149.3910256,,,2352.512761,12.0,,970.0,,124.0,,,,,249000.0,,,,,
261,E09000031,Waltham Forest,2006,230731.0,,28.8,4185,1664.0,110,66.9,7.2,,,,25960.0,16.6,,1650,,,10110,12420,7.933010137,4700,6350,Outer,31.5,11.9,1.9,14.1,12,17.3,11.3,23074,25148,19910,,,,,,,,,125.3711031,,,1001.9841369999999,28.0,,741.0,,100.0,,,,,215000.0,,,,,
262,E09000032,Wandsworth,2006,287538.0,,34.5,5000,1714.0,97,71.3,7.9,,,,22230.0,10.3,,1450,,,9860,10890,5.053950574,3410,4860,Inner,59.6,9.3,1.6,5.8,4.8,11.1,7.9,27405,30039,24958,,,,,,,,,104.4696701,,,1451.175639,23.0,,837.0,,134.0,,,,,314000.0,,,,,
263,E09000033,Westminster,2006,222829.0,,52.9,2886,1094.0,70,62.0,8.5,,,,20510.0,12.1,,1260,,,10460,11500,6.778861741,2730,3990,Inner,56.1,9,1.8,6.9,5.3,12.8,8.2,33474,38360,28471,,,,,,,,,297.389478,,,3567.550765,20.0,,1019.0,,293.0,,,,,415000.0,,,,,
264,E09000001,City of London,2007,7607.0,,-,-,52.0,-,88.9,-,,,,420.0,7.0,,40,,,200,150,2.487562189,80,120,Inner,73.7,!,!,!,!,!,!,49955,58063,34892,83050.0,53110.0,,82.75862069,,,,,-,,,1665.452824,33.0,,192.0,,48.0,,,,,405001.0,,,,,
265,E09000002,Barking and Dagenham,2007,169031.0,,23.8,3384,1353.0,105,66.0,8.7,,,,21210.0,19.9,,1180,,,8350,11200,10.50873539,2630,3810,Outer,22.4,10.8,4.4,14.2,15,14.9,18.3,30200,34251,24278,28510.0,24520.0,,79.41176471,,,,,115.5764327,,,925.1170819,20.0,,611.0,,60.0,,,,,185000.0,,,,,
266,E09000003,Barnet,2007,334837.0,,32.3,5120,2417.0,85,69.3,4.5,,,,24020.0,10.8,,1280,,,10390,12150,5.488846122999999,2720,4000,Outer,47.6,12,1.3,7.9,9,14.3,7.8,27436,29777,25131,47050.0,34790.0,,81.99566161,,,,,79.57603252,,,1718.216043,31.0,,1641.0,,158.0,,,,,295000.0,,,,,
267,E09000004,Bexley,2007,224625.0,,10.8,2947,1891.0,92,73.9,4.3,,,,15680.0,11.0,,800,,,6700,6750,4.726361192,1670,2470,Outer,23.1,15.1,3.3,21.4,18.1,7.8,11.2,26457,30038,21263,37260.0,30950.0,,79.31034483,,,,,74.84028937,,,1217.751988,42.0,,968.0,,105.0,,,,,212000.0,,,,,
268,E09000005,Brent,2007,283273.0,,51.1,4839,1568.0,87,68.4,9.2,,,,29420.0,15.1,,1900,,,12550,14850,7.627784655,4590,6490,Outer,31.3,6.7,1.8,9.9,5.4,38.3,6.5,25763,26186,23440,34560.0,27960.0,,76.0,,,,,99.28937809,,,1401.1665130000001,21.0,,942.0,,98.0,,,,,283000.0,,,,,
269,E09000006,Bromley,2007,302625.0,,12,3956,2731.0,91,79.5,4.2,,,,19150.0,9.9,,870,,,8480,8660,4.488418739,2150,3020,Outer,39.0,18.1,3,17,11.4,6.2,5.3,25666,28491,23014,46340.0,36110.0,,82.57142857,,,,,83.25485337,,,1523.673234,34.0,,1282.0,,143.0,,,,,260000.0,,,,,
270,E09000007,Camden,2007,211520.0,,39.4,3147,1260.0,98,67.1,6.4,,,,22840.0,14.7,,1260,,,11360,13120,8.441913586,2880,4150,Inner,59.1,8.5,1.8,6.9,5.9,11.6,6.2,33059,36695,29263,58390.0,37410.0,,82.5136612,,,,,167.3506051,,,1749.826488,27.0,,512.0,,105.0,,,,,410000.0,,,,,
271,E09000008,Croydon,2007,344029.0,,25.2,5315,2350.0,90,72.6,7.1,,,,29360.0,12.9,,1560,,,12140,14860,6.518487325,3650,5200,Outer,34.8,16.1,2.7,12.6,11.1,9.9,12.7,25965,28658,22290,38630.0,31570.0,,80.2507837,,,,,88.90820251,,,1679.9414780000002,23.0,,1278.0,,158.0,,,,,223000.0,,,,,
272,E09000009,Ealing,2007,318671.0,,45.6,5346,1848.0,88,67.9,6.7,,,,28480.0,12.9,,1710,,,12880,13900,6.275990049,3800,5510,Outer,45.0,10.5,1.8,6.4,5.6,23.3,7.5,27490,30342,23933,40020.0,31450.0,,75.18427518,,,,,106.5770026,,,1698.6427820000001,29.0,,1255.0,,137.0,,,,,272000.0,,,,,
273,E09000010,Enfield,2007,291534.0,,32.5,4856,2022.0,90,65.7,5.5,,,,29680.0,15.6,,1720,,,12240,15730,8.255571067,3900,5620,Outer,35.7,16.3,3.4,11,11,14.2,8.5,26325,28752,22741,36100.0,28900.0,,77.82101167,,,,,86.69657741,,,1719.934121,28.0,,1597.0,,98.0,,,,,234000.0,,,,,
274,E09000011,Greenwich,2007,236535.0,,26.1,4471,1765.0,109,67.8,9.3,,,,26710.0,16.7,,1480,,,11220,14590,9.126165009,3250,4730,Outer,35.2,14.7,1.9,13.6,11.1,13,10.5,29319,33092,24901,36390.0,28940.0,,77.88944724,,,,,129.4396178,,,1224.67136,31.0,,1133.0,,130.0,,,,,224000.0,,,,,
275,E09000012,Hackney,2007,224480.0,,38.1,4500,1125.0,100,62.1,12.1,,,,31690.0,20.1,,2070,,,13150,18080,11.44970489,5020,7080,Outer,47.8,10,1.5,9.8,6.9,11.8,12.2,28996,33961,26543,34520.0,28330.0,,81.25,,,,,143.6252673,,,904.8873412999999,22.0,,540.0,,127.0,,,,,265000.0,,,,,
276,E09000013,Hammersmith and Fulham,2007,176472.0,,37.7,2695,977.0,91,70.2,8.1,,,,17590.0,13.3,,1070,,,8130,9740,7.380800824,2390,3460,Outer,58.2,8.1,1.8,4.8,5.3,14.7,7.1,33535,35883,32081,53370.0,37060.0,,75.63025209999999,,,,,131.5732807,,,1090.647341,27.0,,591.0,,103.0,,,,,415000.0,,,,,
277,E09000014,Haringey,2007,236793.0,,37.9,4325,1281.0,105,64.7,8.5,,,,29750.0,17.8,,1960,,,12240,16490,9.891487562,4720,6680,Outer,50.6,8.2,2.9,9.1,6.5,16.6,6,26281,27584,25240,38790.0,29890.0,,80.31496063,,,,,124.5264852,,,1000.635458,26.0,,602.0,,78.0,,,,,268000.0,,,,,
278,E09000015,Harrow,2007,226355.0,,40.9,3088,1478.0,82,73.4,4.7,,,,15380.0,10.3,,790,,,6810,7150,4.763967085,1670,2460,Outer,38.4,13.3,1.8,10.9,9.1,20.9,5.5,26107,27554,-,42480.0,33500.0,,84.35114504,,,,,62.17666939,,,976.8448749,40.0,,608.0,,55.0,,,,,280000.0,,,,,
279,E09000016,Havering,2007,229789.0,,7.9,2575,2249.0,99,76.6,3.3,,,,16360.0,11.2,,770,,,7560,6810,4.676876588,1610,2370,Outer,20.5,16.6,3.4,16.7,20.8,10,12,26079,27754,23915,37510.0,30880.0,,78.78787879,,,,,74.85127661,,,1280.888999,24.0,,1502.0,,129.0,,,,,223000.0,,,,,
280,E09000017,Hillingdon,2007,256981.0,,24.7,3845,1847.0,93,65.2,5.7,,,,19360.0,11.4,,940,,,8280,9460,5.573065481,2020,2960,Outer,30.8,12.9,3.7,12.1,14.4,16.2,9.9,30290,32665,26146,38640.0,31730.0,,82.78688525,,,,,102.727439,,,2216.700429,34.0,,2127.0,,117.0,,,,,245000.0,,,,,
281,E09000018,Hounslow,2007,233454.0,,38.8,4082,1470.0,104,69.7,4.7,,,,19480.0,12.0,,1010,,,8720,9720,6.005338077999999,2000,3000,Outer,37.3,9.5,2.1,10.8,10.7,20.5,8.9,27547,30467,24061,38890.0,30750.0,,80.88235294,,,,,101.1890994,,,1595.653284,22.0,,1550.0,,103.0,,,,,249999.0,,,,,
282,E09000019,Islington,2007,188636.0,,29.4,2792,1152.0,114,68.4,7.6,,,,26340.0,18.8,,1640,,,12290,15290,10.92111654,3410,5060,Inner,56.7,8.3,1,10.9,7.5,7.2,8.5,34779,40492,29424,46540.0,33610.0,,80.55555556,,,,,160.2451282,,,1196.052417,26.0,,449.0,,112.0,,,,,347500.0,,,,,
283,E09000020,Kensington and Chelsea,2007,162883.0,,42.2,2218,859.0,62,66.3,4.9,,,,12190.0,10.3,,750,,,6210,6890,5.793372516,1490,2250,Inner,57.5,9.4,2,5.9,3.3,16.2,5.6,28355,29908,27127,96700.0,46250.0,,78.23343849,,,,,144.1832481,,,1362.910635,28.0,,546.0,,120.0,,,,,650000.0,,,,,
284,E09000021,Kingston upon Thames,2007,154485.0,,26.8,2197,1116.0,91,72.7,2.6,,,,7600.0,7.1,,330,,,3620,3440,3.2173286819999998,780,1110,Outer,54.0,12.1,1.9,11.9,7.6,8.1,4.3,27274,29251,23443,48770.0,37470.0,,85.36585366,,,,,79.46402563,,,867.5058482000001,26.0,,949.0,,49.0,,,,,290000.0,,,,,
285,E09000022,Lambeth,2007,284964.0,,35.8,4822,1489.0,104,67.8,10.3,,,,33470.0,16.0,,2330,,,13930,18120,8.651022893,5490,7810,Inner,53.8,9.6,!,8.4,5.6,12.7,9.5,30633,31747,28175,41170.0,32510.0,,79.01554404,,,,,125.822911,,,1383.463969,25.0,,832.0,,185.0,,,,,280000.0,,,,,
286,E09000023,Lewisham,2007,261188.0,,31.3,4671,1688.0,108,66.7,11.1,,,,29600.0,16.3,,1700,,,12250,16100,8.845230443,4220,5920,Inner,40.6,15.7,1.9,13.8,8.5,14.1,5.4,27673,28264,27244,36270.0,29970.0,,79.67479675,,,,,118.8990306,,,1127.955384,22.0,,830.0,,124.0,,,,,225000.0,,,,,
287,E09000024,Merton,2007,194260.0,,32.6,3300,1291.0,88,77.8,4.5,,,,12020.0,8.9,,710,,,5090,5520,4.10983382,1640,2350,Outer,46.9,9.7,2.1,10.7,9.1,17,4.5,26346,27630,-,48500.0,35490.0,,78.57142857,,,,,77.34479563,,,868.0810907,27.0,,637.0,,62.0,,,,,264950.0,,,,,
288,E09000025,Newham,2007,266285.0,,49.4,6053,1373.0,109,57.3,10.5,,,,33790.0,18.7,,1930,,,13180,18050,9.979708847000001,5190,7110,Inner,31.7,10.3,0.9,10.2,10.3,23.4,13.1,27434,30096,23814,27720.0,23100.0,,73.40425532,,,,,133.1205288,,,1535.3395460000002,14.0,,970.0,,105.0,,,,,230000.0,,,,,
289,E09000026,Redbridge,2007,259965.0,,34.5,4085,1818.0,92,66.1,6.1,,,,21360.0,12.5,,1240,,,8970,10050,5.897264373,2660,3900,Outer,43.8,13.1,3.1,8.3,9.2,13,9.5,29429,31267,26655,38880.0,31470.0,,79.25925926,,,,,86.71936607,,,1078.858526,22.0,,1079.0,,96.0,,,,,250000.0,,,,,
290,E09000027,Richmond upon Thames,2007,182421.0,,24.9,2884,1200.0,81,77.1,4.5,,,,8110.0,6.5,,390,,,3940,3590,2.882283989,800,1190,Outer,59.8,10.7,3.4,9,5,8.4,3.6,30881,34369,27714,64040.0,44660.0,,81.73076923,,,,,66.18207334,,,1025.764729,36.0,,845.0,,76.0,,,,,382500.0,,,,,
291,E09000028,Southwark,2007,272626.0,,32.8,4966,1509.0,96,64.9,8.7,,,,32080.0,16.2,,1990,,,13700,17420,8.820833776,5000,6990,Inner,52.3,12.3,1.2,10.3,5.8,9.2,9,32000,34697,29247,40050.0,30890.0,,77.80612245,,,,,146.827522,,,1706.632907,20.0,,832.0,,139.0,,,,,276000.0,,,,,
292,E09000029,Sutton,2007,184174.0,,18,2568,1511.0,96,75.2,6.4,,,,11530.0,9.5,,530,,,5260,5170,4.264269218,1110,1650,Outer,33.3,12.7,2.8,19.3,11.7,7.7,12.5,25182,26088,23652,41300.0,33480.0,,82.18390805,,,,,72.43150499,,,861.3860453,32.0,,692.0,,70.0,,,,,233500.0,,,,,
293,E09000030,Tower Hamlets,2007,225251.0,,43.8,4144,1178.0,117,55.5,11.8,,,,30010.0,18.5,,2000,,,11430,15600,9.604728482,5890,7890,Inner,41.7,8.4,1.4,7.8,12.3,18.6,9.8,41117,45570,35741,37790.0,28760.0,,76.40117994,,,,,137.1447852,,,2335.587357,13.0,,980.0,,151.0,,,,,290000.0,,,,,
294,E09000031,Waltham Forest,2007,235665.0,,32.1,4449,1545.0,107,66.5,7.2,,,,25410.0,15.8,,1630,,,9950,12590,7.8489803810000005,4210,5840,Outer,36.5,14.9,2.6,10.7,10.6,12.4,12.2,25034,27522,21404,33280.0,27820.0,,75.98039216,,,,,109.2695139,,,957.1647744999999,30.0,,727.0,,92.0,,,,,240000.0,,,,,
295,E09000032,Wandsworth,2007,291440.0,,33.3,4936,1713.0,100,73.9,6.3,,,,21110.0,9.7,,1150,,,9660,10830,4.953778457,2850,4000,Inner,63.2,9.8,1.4,5.6,2.8,14.4,2.8,30513,32286,27928,55860.0,39960.0,,78.62745098,,,,,93.66936591,,,1408.432844,25.0,,891.0,,166.0,,,,,356000.0,,,,,
296,E09000033,Westminster,2007,220619.0,,53.1,2929,1139.0,73,62.9,6.2,,,,20090.0,12.0,,1140,,,10530,11420,6.845004405,2420,3560,Inner,62.7,8.8,0.6,6.5,4.5,10.9,5.9,35315,38113,30753,68780.0,40320.0,,76.21145374,,,,,289.7937168,,,3434.144228,23.0,,965.0,,286.0,,,,,475000.0,,,,,
297,E09000001,City of London,2008,7429.0,,-,-,37.0,-,87.1,-,,,,410.0,7.1,,30,,,200,160,2.746781116,70,100,Inner,69.4,!,!,!,!,!,!,50503,59525,37470,,,13800.0,52.8,,,,37.03,-,,,1683.706823,34.0,,177.0,,51.0,,,19.1,,366250.0,141.0,,,,
298,E09000002,Barking and Dagenham,2008,172452.0,,28.1,3619,1421.0,111,64.7,8.4,,,,21140.0,19.4,,1120,,,8280,11190,10.27633138,2580,3710,Outer,26.0,10.6,2.5,12.2,14,17.2,17.5,29396,32409,22951,,,3740.0,67.7,,,,0.48,115.8989168,,,903.3922582999999,25.0,,568.0,,63.0,,,38.3,,190000.0,1696.0,,,,
299,E09000003,Barnet,2008,339212.0,,31.3,5195,2417.0,84,67.3,7.5,,,,23270.0,10.4,,1180,,,10450,11870,5.2953956380000005,2360,3550,Outer,48.6,11,2.2,9.3,9.8,13.6,5.6,27978,30946,-,,,19360.0,68.0,,,,0.63,77.75078712,,,1732.126145,31.0,,1688.0,,136.0,,,23.7,,280000.0,3468.0,,,,
300,E09000004,Bexley,2008,226652.0,,11.9,2975,1930.0,93,72.1,7.1,,,,15450.0,10.7,,770,,,6810,6640,4.609638588,1440,2210,Outer,28.1,15.5,4.5,20,16.7,7,8.2,28326,30998,22250,,,6920.0,74.5,,,,0.51,71.34726365,,,1207.877501,51.0,,951.0,,73.0,,,18.4,,210000.0,2499.0,,,,
301,E09000005,Brent,2008,290901.0,,53.6,4899,1588.0,87,70.5,7.2,,,,27960.0,13.9,,1690,,,12490,14250,7.097391148,3790,5470,Outer,31.4,10.7,1.8,9.1,6.2,35.7,5.1,27326,30180,23403,,,12245.0,70.9,,,,0.63,93.54728928,,,1440.6381800000001,28.0,,872.0,,97.0,,,34.1,,277500.0,2084.0,,,,
302,E09000006,Bromley,2008,304968.0,,12.5,3983,2664.0,88,78.1,3.4,,,,18960.0,9.7,,890,,,8310,8600,4.418095698,2070,2960,Outer,36.4,18,4.4,15.8,12.7,7,5.8,27236,30175,24594,,,12790.0,68.6,,,,0.66,86.4025078,,,1506.262432,36.0,,1253.0,,140.0,,,16.9,,250000.0,3770.0,,,,
303,E09000007,Camden,2008,210273.0,,39.6,3061,1195.0,93,67.7,5.8,,,,22020.0,14.3,,1160,,,11140,12640,8.209977981,2590,3750,Inner,59.8,7.2,1.2,7,7.3,14.1,3.4,35314,37914,30990,,,24375.0,67.9,,,,1.8,162.5268104,,,1721.8132219999998,28.0,,495.0,,123.0,,,40.3,,440000.0,2074.0,,,,
304,E09000008,Croydon,2008,349308.0,,24.9,5331,2462.0,94,74.3,5.3,,,,29150.0,12.6,,1540,,,12030,14740,6.363789434,3440,4990,Outer,36.3,16.1,3.2,13.7,14.5,7.2,9.1,27482,29243,21857,,,11930.0,72.8,,,,0.64,93.86844848,,,1669.565553,28.0,,1212.0,,132.0,,,26.2,,228000.0,3867.0,,,,
305,E09000009,Ealing,2008,324022.0,,42.1,5549,1936.0,91,68.8,6.3,,,,27520.0,12.2,,1540,,,12700,13780,6.129347922999999,3280,4820,Outer,49.3,8.9,1.3,10.3,5.5,16.8,7.9,29439,32617,25556,,,13885.0,71.1,,,,0.6,101.0641253,,,1696.538344,35.0,,1244.0,,113.0,,,29.6,,270000.0,2755.0,,,,
306,E09000010,Enfield,2008,297443.0,,34.6,5000,2140.0,95,66.2,9.2,,,,29560.0,15.2,,1720,,,12110,16020,8.239850633,3570,5290,Outer,38.1,12.9,3.7,11.5,11.7,12.7,9.4,25550,27944,23717,,,10195.0,73.0,,,,0.59,82.47966837,,,1558.397301,27.0,,1543.0,,85.0,,,36.0,,234000.0,3099.0,,,,
307,E09000011,Greenwich,2008,239748.0,,25.7,4361,1755.0,109,66.2,6.6,,,,25880.0,15.9,,1350,,,11410,14090,8.674185525,2890,4240,Outer,42.4,13.4,2.6,14.6,9.8,10.3,7,30766,33129,26886,,,6570.0,68.5,,,,0.54,119.6130937,,,1245.0989,42.0,,1090.0,,126.0,,,33.4,,232000.0,2414.0,,,,
308,E09000012,Hackney,2008,231041.0,,35.7,4485,1128.0,99,65.9,8.8,,,,30210.0,18.4,,1840,,,12930,17550,10.68857571,4290,6140,Outer,56.1,8.6,1.7,8.7,4.7,10.6,9.6,31589,35852,29076,,,10765.0,68.8,,,,0.65,128.6048797,,,905.7459342,23.0,,527.0,,162.0,,,43.5,,265000.0,1713.0,,,,
309,E09000013,Hammersmith and Fulham,2008,177088.0,,37.1,2733,988.0,91,69.3,9.2,,,,17070.0,12.9,,960,,,8110,9500,7.175768562999999,2170,3130,Outer,58.1,9.3,0.8,7,7,12.4,5.4,-,-,30496,,,11750.0,64.2,,,,1.09,129.4723527,,,1083.9303109999998,28.0,,562.0,,94.0,,,35.8,,435000.0,1634.0,,,,
310,E09000014,Haringey,2008,244459.0,,39.9,4289,1181.0,96,62.5,7.4,,,,28430.0,16.4,,1870,,,11960,15850,9.167095621,4270,6150,Outer,52.5,6.3,3,5.3,5.7,18.2,9,29859,30359,29539,,,9075.0,69.8,,,,0.49,111.998331,,,1030.08776,22.0,,572.0,,80.0,,,39.2,,255000.0,2005.0,,,,
311,E09000015,Harrow,2008,229567.0,,44.3,3230,1450.0,80,68.6,6.7,,,,14900.0,9.8,,730,,,6910,6940,4.570931772,1360,2080,Outer,34.8,11.6,2.4,13,5.7,27.2,5.4,27627,29373,26080,,,10570.0,73.7,,,,0.51,65.54513497,,,975.9168358,43.0,,597.0,,52.0,,,23.5,,275000.0,2185.0,,,,
312,E09000016,Havering,2008,231793.0,,9.6,2787,2220.0,96,76.8,5.3,,,,16170.0,11.0,,770,,,7440,6820,4.6383514130000005,1550,2320,Outer,23.0,15.1,4.3,19.2,20.6,6.6,11.1,28800,30346,24565,,,7975.0,72.7,,,,0.59,77.74177822,,,1262.7783769999999,27.0,,1486.0,,84.0,,,18.4,,222000.0,2626.0,,,,
313,E09000017,Hillingdon,2008,261051.0,,27.8,4126,1881.0,94,71.9,6.3,,,,18760.0,10.9,,850,,,8240,9240,5.351557975,1750,2600,Outer,28.4,13.5,3.3,16.9,13,15.1,9.8,31291,35217,26444,,,9865.0,75.2,,,,1.2,97.3756086,,,2332.0328050000003,35.0,,2135.0,,107.0,,,25.0,,246000.0,3066.0,,,,
314,E09000018,Hounslow,2008,237907.0,,39.2,4209,1439.0,101,70.8,5.8,,,,19070.0,11.6,,800,,,8720,9620,5.837555751,1790,2590,Outer,42.2,9.2,2.1,9,8.4,17.9,11.1,29475,32229,25969,,,9775.0,73.5,,,,0.85,99.8205181,,,1537.281078,24.0,,1535.0,,102.0,,,28.1,,249000.0,2320.0,,,,
315,E09000019,Islington,2008,192089.0,,32.1,2917,1125.0,111,68.9,5.5,,,,25640.0,17.9,,1500,,,12080,14950,10.45352203,3140,4640,Inner,57.4,8.3,0.5,8.6,6.5,11.2,7.6,36357,41245,31670,,,13550.0,68.2,,,,1.45,152.9655524,,,1220.1928189999999,28.0,,437.0,,75.0,,,46.0,,350000.0,2301.0,,,,
316,E09000020,Kensington and Chelsea,2008,162579.0,,48.4,2216,852.0,59,65.1,7.3,,,,11880.0,10.0,,730,,,6140,6700,5.647526889,1380,2110,Inner,61.1,5.8,2.1,5.3,3.6,17.7,4.5,30217,33761,29200,,,12375.0,70.2,,,,1.08,135.1896616,,,1373.9961349999999,30.0,,530.0,,113.0,,,28.4,,700000.0,1701.0,,,,
