Borough,Callout_type,Date,Number of reported incidents
BROMLEY,ALL FIRES,201602,65
BROMLEY,ALL SPECIAL SERVICES,201602,54
BROMLEY,CARE HOME FIRES,201602,0
BROMLEY,DELIBERATE FIRES IN RUBBISH,201602,8
BROMLEY,DELIBERATE OPEN LAND FIRES,201602,0
BROMLEY,DELIBERATE VEHICLE FIRES,201602,11
BROMLEY,FALSE ALARMS AFAS DOM,201602,35
BROMLEY,FALSE ALARMS AFAS NONDOM,201602,33
BROMLEY,FALSE ALARMS GOOD INTENT,201602,30
BROMLEY,MALICIOUS FALSE ALARMS,201602,0
BROMLEY,NONDOMFIRES NONRRO,201602,1
BROMLEY,NONDOMFIRES RRO,201602,3
BROMLEY,PRIMARY FIRES,201602,26
BROMLEY,PRIMARY FIRES IN DWELLINGS,201602,11
BROMLEY,ROAD TRAFFIC COLLISIONS,201602,16
BROMLEY,RUBBISH FIRES,201602,29
BROMLEY,SECONDARY FIRES,201602,39
BROMLEY,SHUT-IN-LIFT RELEASES,201602,8
BROMLEY,SPECIAL SERVICE ENTRY & EXIT,201602,6
CAMDEN,ACCIDENTAL FIRES IN RUBBISH,201602,18
CAMDEN,ACCIDENTAL OPEN LAND FIRES,201602,4
CAMDEN,ACCIDENTAL VEHICLE FIRES,201602,1
CAMDEN,ALL DELIBERATE FIRES,201602,3
CAMDEN,ALL FALSE ALARMS,201602,249
CAMDEN,ALL FIRES,201602,46
CAMDEN,ALL SPECIAL SERVICES,201602,97
CAMDEN,CARE HOME FIRES,201602,2
CAMDEN,DELIBERATE FIRES IN RUBBISH,201602,1
CAMDEN,DELIBERATE OPEN LAND FIRES,201602,2
CAMDEN,DELIBERATE VEHICLE FIRES,201602,1
CAMDEN,FALSE ALARMS AFAS DOM,201602,86
CAMDEN,FALSE ALARMS AFAS NONDOM,201602,137
CAMDEN,FALSE ALARMS GOOD INTENT,201602,23
CAMDEN,MALICIOUS FALSE ALARMS,201602,3
CAMDEN,NONDOMFIRES NONRRO,201602,0
CAMDEN,NONDOMFIRES RRO,201602,6
CAMDEN,PRIMARY FIRES,201602,21
CAMDEN,PRIMARY FIRES IN DWELLINGS,201602,13
CAMDEN,ROAD TRAFFIC COLLISIONS,201602,4
CAMDEN,RUBBISH FIRES,201602,19
CAMDEN,SECONDARY FIRES,201602,25
CAMDEN,SHUT-IN-LIFT RELEASES,201602,30
CAMDEN,SPECIAL SERVICE ENTRY & EXIT,201602,23
CITY OF LONDON,ACCIDENTAL FIRES IN RUBBISH,201602,1
CITY OF LONDON,ACCIDENTAL OPEN LAND FIRES,201602,0
CITY OF LONDON,ACCIDENTAL VEHICLE FIRES,201602,2
CITY OF LONDON,ALL DELIBERATE FIRES,201602,0
CITY OF LONDON,ALL FALSE ALARMS,201602,74
CITY OF LONDON,ALL FIRES,201602,7
CITY OF LONDON,ALL SPECIAL SERVICES,201602,8
CITY OF LONDON,CARE HOME FIRES,201602,0
CITY OF LONDON,DELIBERATE FIRES IN RUBBISH,201602,0
CITY OF LONDON,DELIBERATE OPEN LAND FIRES,201602,0
CITY OF LONDON,DELIBERATE VEHICLE FIRES,201602,0
CITY OF LONDON,FALSE ALARMS AFAS DOM,201602,9
CITY OF LONDON,FALSE ALARMS AFAS NONDOM,201602,56
CITY OF LONDON,FALSE ALARMS GOOD INTENT,201602,9
CITY OF LONDON,MALICIOUS FALSE ALARMS,201602,0
CITY OF LONDON,NONDOMFIRES NONRRO,201602,0
CITY OF LONDON,NONDOMFIRES RRO,201602,3
CITY OF LONDON,PRIMARY FIRES,201602,6
CITY OF LONDON,PRIMARY FIRES IN DWELLINGS,201602,0
CITY OF LONDON,ROAD TRAFFIC COLLISIONS,201602,0
CITY OF LONDON,RUBBISH FIRES,201602,1
CITY OF LONDON,SECONDARY FIRES,201602,1
CITY OF LONDON,SHUT-IN-LIFT RELEASES,201602,5
CITY OF LONDON,SPECIAL SERVICE ENTRY & EXIT,201602,0
CROYDON,ACCIDENTAL FIRES IN RUBBISH,201602,10
CROYDON,ACCIDENTAL OPEN LAND FIRES,201602,3
CROYDON,ACCIDENTAL VEHICLE FIRES,201602,4
CROYDON,ALL DELIBERATE FIRES,201602,11
CROYDON,ALL FALSE ALARMS,201602,128
CROYDON,ALL FIRES,201602,65
CROYDON,ALL SPECIAL SERVICES,201602,94
CROYDON,CARE HOME FIRES,201602,3
CROYDON,DELIBERATE FIRES IN RUBBISH,201602,3
CROYDON,DELIBERATE OPEN LAND FIRES,201602,2
CROYDON,DELIBERATE VEHICLE FIRES,201602,5
CROYDON,FALSE ALARMS AFAS DOM,201602,41
CROYDON,FALSE ALARMS AFAS NONDOM,201602,45
CROYDON,FALSE ALARMS GOOD INTENT,201602,40
CROYDON,MALICIOUS FALSE ALARMS,201602,2
CROYDON,NONDOMFIRES NONRRO,201602,1
CROYDON,NONDOMFIRES RRO,201602,5
CROYDON,PRIMARY FIRES,201602,45
CROYDON,PRIMARY FIRES IN DWELLINGS,201602,29
CROYDON,ROAD TRAFFIC COLLISIONS,201602,18
CROYDON,RUBBISH FIRES,201602,13
CROYDON,SECONDARY FIRES,201602,20
CROYDON,SHUT-IN-LIFT RELEASES,201602,8
CROYDON,SPECIAL SERVICE ENTRY & EXIT,201602,16
EALING,ACCIDENTAL FIRES IN RUBBISH,201602,8
EALING,ACCIDENTAL OPEN LAND FIRES,201602,2
EALING,ACCIDENTAL VEHICLE FIRES,201602,2
EALING,ALL DELIBERATE FIRES,201602,11
EALING,ALL FALSE ALARMS,201602,126
EALING,ALL FIRES,201602,48
EALING,ALL SPECIAL SERVICES,201602,49
EALING,CARE HOME FIRES,201602,1
EALING,DELIBERATE FIRES IN RUBBISH,201602,3
EALING,DELIBERATE OPEN LAND FIRES,201602,2
EALING,DELIBERATE VEHICLE FIRES,201602,6
EALING,FALSE ALARMS AFAS DOM,201602,53
EALING,FALSE ALARMS AFAS NONDOM,201602,53
EALING,FALSE ALARMS GOOD INTENT,201602,18
EALING,MALICIOUS FALSE ALARMS,201602,2
EALING,NONDOMFIRES NONRRO,201602,2
EALING,NONDOMFIRES RRO,201602,4
EALING,PRIMARY FIRES,201602,33
EALING,PRIMARY FIRES IN DWELLINGS,201602,18
EALING,ROAD TRAFFIC COLLISIONS,201602,6
EALING,RUBBISH FIRES,201602,11
EALING,SECONDARY FIRES,201602,15
EALING,SHUT-IN-LIFT RELEASES,201602,4
EALING,SPECIAL SERVICE ENTRY & EXIT,201602,14
ENFIELD,ACCIDENTAL FIRES IN RUBBISH,201602,10
ENFIELD,ACCIDENTAL OPEN LAND FIRES,201602,5
ENFIELD,ACCIDENTAL VEHICLE FIRES,201602,2
ENFIELD,ALL DELIBERATE FIRES,201602,6
ENFIELD,ALL FALSE ALARMS,201602,89
ENFIELD,ALL FIRES,201602,36
ENFIELD,ALL SPECIAL SERVICES,201602,91
ENFIELD,CARE HOME FIRES,201602,2
ENFIELD,DELIBERATE FIRES IN RUBBISH,201602,3
ENFIELD,DELIBERATE OPEN LAND FIRES,201602,2
ENFIELD,DELIBERATE VEHICLE FIRES,201602,1
ENFIELD,FALSE ALARMS AFAS DOM,201602,16
ENFIELD,FALSE ALARMS AFAS NONDOM,201602,39
ENFIELD,FALSE ALARMS GOOD INTENT,201602,32
ENFIELD,MALICIOUS FALSE ALARMS,201602,2
ENFIELD,NONDOMFIRES NONRRO,201602,1
ENFIELD,NONDOMFIRES RRO,201602,3
ENFIELD,PRIMARY FIRES,201602,16
ENFIELD,PRIMARY FIRES IN DWELLINGS,201602,9
ENFIELD,ROAD TRAFFIC COLLISIONS,201602,22
ENFIELD,RUBBISH FIRES,201602,13
ENFIELD,SECONDARY FIRES,201602,20
ENFIELD,SHUT-IN-LIFT RELEASES,201602,3
ENFIELD,SPECIAL SERVICE ENTRY & EXIT,201602,17
GREENWICH,ACCIDENTAL FIRES IN RUBBISH,201602,14
GREENWICH,ACCIDENTAL OPEN LAND FIRES,201602,3
GREENWICH,ACCIDENTAL VEHICLE FIRES,201602,3
GREENWICH,ALL DELIBERATE FIRES,201602,6
GREENWICH,ALL FALSE ALARMS,201602,86
GREENWICH,ALL FIRES,201602,43
GREENWICH,ALL SPECIAL SERVICES,201602,75
GREENWICH,CARE HOME FIRES,201602,0
GREENWICH,DELIBERATE FIRES IN RUBBISH,201602,2
GREENWICH,DELIBERATE OPEN LAND FIRES,201602,2
GREENWICH,DELIBERATE VEHICLE FIRES,201602,0
GREENWICH,FALSE ALARMS AFAS DOM,201602,14
GREENWICH,FALSE ALARMS AFAS NONDOM,201602,44
GREENWICH,FALSE ALARMS GOOD INTENT,201602,24
GREENWICH,MALICIOUS FALSE ALARMS,201602,4
GREENWICH,NONDOMFIRES NONRRO,201602,0
GREENWICH,NONDOMFIRES RRO,201602,5
GREENWICH,PRIMARY FIRES,201602,22
GREENWICH,PRIMARY FIRES IN DWELLINGS,201602,13
GREENWICH,ROAD TRAFFIC COLLISIONS,201602,16
GREENWICH,RUBBISH FIRES,201602,16
GREENWICH,SECONDARY FIRES,201602,21
GREENWICH,SHUT-IN-LIFT RELEASES,201602,6
GREENWICH,SPECIAL SERVICE ENTRY & EXIT,201602,18
HACKNEY,ACCIDENTAL FIRES IN RUBBISH,201602,11
HACKNEY,ACCIDENTAL OPEN LAND FIRES,201602,2
HACKNEY,ACCIDENTAL VEHICLE FIRES,201602,1
HACKNEY,ALL DELIBERATE FIRES,201602,7
HACKNEY,ALL FALSE ALARMS,201602,128
HACKNEY,ALL FIRES,201602,41
HACKNEY,ALL SPECIAL SERVICES,201602,116
HACKNEY,CARE HOME FIRES,201602,0
HACKNEY,DELIBERATE FIRES IN RUBBISH,201602,4
HACKNEY,DELIBERATE OPEN LAND FIRES,201602,1
HACKNEY,DELIBERATE VEHICLE FIRES,201602,2
HACKNEY,FALSE ALARMS AFAS DOM,201602,42
HACKNEY,FALSE ALARMS AFAS NONDOM,201602,51
HACKNEY,FALSE ALARMS GOOD INTENT,201602,31
HACKNEY,MALICIOUS FALSE ALARMS,201602,4
HACKNEY,NONDOMFIRES NONRRO,201602,0
HACKNEY,NONDOMFIRES RRO,201602,6
HACKNEY,PRIMARY FIRES,201602,23
HACKNEY,PRIMARY FIRES IN DWELLINGS,201602,14
HACKNEY,ROAD TRAFFIC COLLISIONS,201602,7
HACKNEY,RUBBISH FIRES,201602,15
HACKNEY,SECONDARY FIRES,201602,18
HACKNEY,SHUT-IN-LIFT RELEASES,201602,31
HACKNEY,SPECIAL SERVICE ENTRY & EXIT,201602,26
HAMMERSMITH AND FULHAM,ACCIDENTAL FIRES IN RUBBISH,201602,8
HAMMERSMITH AND FULHAM,ACCIDENTAL OPEN LAND FIRES,201602,0
HAMMERSMITH AND FULHAM,ACCIDENTAL VEHICLE FIRES,201602,1
HAMMERSMITH AND FULHAM,ALL DELIBERATE FIRES,201602,3
HAMMERSMITH AND FULHAM,ALL FALSE ALARMS,201602,107
HAMMERSMITH AND FULHAM,ALL FIRES,201602,28
HAMMERSMITH AND FULHAM,ALL SPECIAL SERVICES,201602,55
HAMMERSMITH AND FULHAM,CARE HOME FIRES,201602,2
HAMMERSMITH AND FULHAM,DELIBERATE FIRES IN RUBBISH,201602,0
HAMMERSMITH AND FULHAM,DELIBERATE OPEN LAND FIRES,201602,0
HAMMERSMITH AND FULHAM,DELIBERATE VEHICLE FIRES,201602,1
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS DOM,201602,42
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS NONDOM,201602,47
HAMMERSMITH AND FULHAM,FALSE ALARMS GOOD INTENT,201602,17
HAMMERSMITH AND FULHAM,MALICIOUS FALSE ALARMS,201602,1
HAMMERSMITH AND FULHAM,NONDOMFIRES NONRRO,201602,0
HAMMERSMITH AND FULHAM,NONDOMFIRES RRO,201602,5
HAMMERSMITH AND FULHAM,PRIMARY FIRES,201602,20
HAMMERSMITH AND FULHAM,PRIMARY FIRES IN DWELLINGS,201602,13
HAMMERSMITH AND FULHAM,ROAD TRAFFIC COLLISIONS,201602,4
HAMMERSMITH AND FULHAM,RUBBISH FIRES,201602,8
HAMMERSMITH AND FULHAM,SECONDARY FIRES,201602,8
HAMMERSMITH AND FULHAM,SHUT-IN-LIFT RELEASES,201602,13
HAMMERSMITH AND FULHAM,SPECIAL SERVICE ENTRY & EXIT,201602,13
HARINGEY,ACCIDENTAL FIRES IN RUBBISH,201602,11
HARINGEY,ACCIDENTAL OPEN LAND FIRES,201602,4
HARINGEY,ACCIDENTAL VEHICLE FIRES,201602,1
HARINGEY,ALL DELIBERATE FIRES,201602,6
HARINGEY,ALL FALSE ALARMS,201602,90
HARINGEY,ALL FIRES,201602,47
HARINGEY,ALL SPECIAL SERVICES,201602,82
HARINGEY,CARE HOME FIRES,201602,0
HARINGEY,DELIBERATE FIRES IN RUBBISH,201602,3
HARINGEY,DELIBERATE OPEN LAND FIRES,201602,1
HARINGEY,DELIBERATE VEHICLE FIRES,201602,3
HARINGEY,FALSE ALARMS AFAS DOM,201602,34
HARINGEY,FALSE ALARMS AFAS NONDOM,201602,29
HARINGEY,FALSE ALARMS GOOD INTENT,201602,22
HARINGEY,MALICIOUS FALSE ALARMS,201602,5
HARINGEY,NONDOMFIRES NONRRO,201602,0
HARINGEY,NONDOMFIRES RRO,201602,1
HARINGEY,PRIMARY FIRES,201602,26
HARINGEY,PRIMARY FIRES IN DWELLINGS,201602,20
HARINGEY,ROAD TRAFFIC COLLISIONS,201602,14
HARINGEY,RUBBISH FIRES,201602,14
HARINGEY,SECONDARY FIRES,201602,21
HARINGEY,SHUT-IN-LIFT RELEASES,201602,13
HARINGEY,SPECIAL SERVICE ENTRY & EXIT,201602,19
HARROW,ACCIDENTAL FIRES IN RUBBISH,201602,4
HARROW,ACCIDENTAL OPEN LAND FIRES,201602,3
HARROW,ACCIDENTAL VEHICLE FIRES,201602,2
HARROW,ALL DELIBERATE FIRES,201602,5
HARROW,ALL FALSE ALARMS,201602,68
HARROW,ALL FIRES,201602,26
HARROW,ALL SPECIAL SERVICES,201602,32
HARROW,CARE HOME FIRES,201602,0
HARROW,DELIBERATE FIRES IN RUBBISH,201602,5
HARROW,DELIBERATE OPEN LAND FIRES,201602,0
HARROW,DELIBERATE VEHICLE FIRES,201602,0
HARROW,FALSE ALARMS AFAS DOM,201602,25
HARROW,FALSE ALARMS AFAS NONDOM,201602,21
HARROW,FALSE ALARMS GOOD INTENT,201602,21
HARROW,MALICIOUS FALSE ALARMS,201602,1
HARROW,NONDOMFIRES NONRRO,201602,1
HARROW,NONDOMFIRES RRO,201602,1
HARROW,PRIMARY FIRES,201602,13
HARROW,PRIMARY FIRES IN DWELLINGS,201602,8
HARROW,ROAD TRAFFIC COLLISIONS,201602,11
HARROW,RUBBISH FIRES,201602,9
HARROW,SECONDARY FIRES,201602,13
HARROW,SHUT-IN-LIFT RELEASES,201602,2
HARROW,SPECIAL SERVICE ENTRY & EXIT,201602,5
HAVERING,ACCIDENTAL FIRES IN RUBBISH,201602,9
HAVERING,ACCIDENTAL OPEN LAND FIRES,201602,4
HAVERING,ACCIDENTAL VEHICLE FIRES,201602,1
HAVERING,ALL DELIBERATE FIRES,201602,10
HAVERING,ALL FALSE ALARMS,201602,52
HAVERING,ALL FIRES,201602,37
HAVERING,ALL SPECIAL SERVICES,201602,50
HAVERING,CARE HOME FIRES,201602,1
HAVERING,DELIBERATE FIRES IN RUBBISH,201602,3
HAVERING,DELIBERATE OPEN LAND FIRES,201602,4
HAVERING,DELIBERATE VEHICLE FIRES,201602,1
HAVERING,FALSE ALARMS AFAS DOM,201602,17
HAVERING,FALSE ALARMS AFAS NONDOM,201602,20
HAVERING,FALSE ALARMS GOOD INTENT,201602,13
HAVERING,MALICIOUS FALSE ALARMS,201602,2
HAVERING,NONDOMFIRES NONRRO,201602,3
HAVERING,NONDOMFIRES RRO,201602,1
HAVERING,PRIMARY FIRES,201602,15
HAVERING,PRIMARY FIRES IN DWELLINGS,201602,7
HAVERING,ROAD TRAFFIC COLLISIONS,201602,13
HAVERING,RUBBISH FIRES,201602,12
HAVERING,SECONDARY FIRES,201602,22
HAVERING,SHUT-IN-LIFT RELEASES,201602,3
HAVERING,SPECIAL SERVICE ENTRY & EXIT,201602,10
HILLINGDON,ACCIDENTAL FIRES IN RUBBISH,201602,9
HILLINGDON,ACCIDENTAL OPEN LAND FIRES,201602,5
HILLINGDON,ACCIDENTAL VEHICLE FIRES,201602,7
HILLINGDON,ALL DELIBERATE FIRES,201602,15
HILLINGDON,ALL FALSE ALARMS,201602,115
HILLINGDON,ALL FIRES,201602,62
HILLINGDON,ALL SPECIAL SERVICES,201602,49
HILLINGDON,CARE HOME FIRES,201602,2
HILLINGDON,DELIBERATE FIRES IN RUBBISH,201602,4
HILLINGDON,DELIBERATE OPEN LAND FIRES,201602,4
HILLINGDON,DELIBERATE VEHICLE FIRES,201602,2
HILLINGDON,FALSE ALARMS AFAS DOM,201602,27
HILLINGDON,FALSE ALARMS AFAS NONDOM,201602,50
HILLINGDON,FALSE ALARMS GOOD INTENT,201602,33
HILLINGDON,MALICIOUS FALSE ALARMS,201602,4
HILLINGDON,NONDOMFIRES NONRRO,201602,3
HILLINGDON,NONDOMFIRES RRO,201602,14
HILLINGDON,PRIMARY FIRES,201602,39
HILLINGDON,PRIMARY FIRES IN DWELLINGS,201602,11
HILLINGDON,ROAD TRAFFIC COLLISIONS,201602,17
HILLINGDON,RUBBISH FIRES,201602,13
HILLINGDON,SECONDARY FIRES,201602,23
HILLINGDON,SHUT-IN-LIFT RELEASES,201602,3
HILLINGDON,SPECIAL SERVICE ENTRY & EXIT,201602,7
HOUNSLOW,ACCIDENTAL FIRES IN RUBBISH,201602,6
HOUNSLOW,ACCIDENTAL OPEN LAND FIRES,201602,2
HOUNSLOW,ACCIDENTAL VEHICLE FIRES,201602,3
HOUNSLOW,ALL DELIBERATE FIRES,201602,2
HOUNSLOW,ALL FALSE ALARMS,201602,81
HOUNSLOW,ALL FIRES,201602,32
HOUNSLOW,ALL SPECIAL SERVICES,201602,54
HOUNSLOW,CARE HOME FIRES,201602,2
HOUNSLOW,DELIBERATE FIRES IN RUBBISH,201602,2
HOUNSLOW,DELIBERATE OPEN LAND FIRES,201602,0
HOUNSLOW,DELIBERATE VEHICLE FIRES,201602,2
HOUNSLOW,FALSE ALARMS AFAS DOM,201602,25
HOUNSLOW,FALSE ALARMS AFAS NONDOM,201602,37
HOUNSLOW,FALSE ALARMS GOOD INTENT,201602,16
HOUNSLOW,MALICIOUS FALSE ALARMS,201602,3
HOUNSLOW,NONDOMFIRES NONRRO,201602,1
HOUNSLOW,NONDOMFIRES RRO,201602,4
HOUNSLOW,PRIMARY FIRES,201602,22
HOUNSLOW,PRIMARY FIRES IN DWELLINGS,201602,10
HOUNSLOW,ROAD TRAFFIC COLLISIONS,201602,16
HOUNSLOW,RUBBISH FIRES,201602,8
HOUNSLOW,SECONDARY FIRES,201602,10
HOUNSLOW,SHUT-IN-LIFT RELEASES,201602,6
HOUNSLOW,SPECIAL SERVICE ENTRY & EXIT,201602,6
ISLINGTON,ACCIDENTAL FIRES IN RUBBISH,201602,11
ISLINGTON,ACCIDENTAL OPEN LAND FIRES,201602,1
ISLINGTON,ACCIDENTAL VEHICLE FIRES,201602,2
ISLINGTON,ALL DELIBERATE FIRES,201602,3
ISLINGTON,ALL FALSE ALARMS,201602,119
ISLINGTON,ALL FIRES,201602,33
ISLINGTON,ALL SPECIAL SERVICES,201602,84
ISLINGTON,CARE HOME FIRES,201602,2
ISLINGTON,DELIBERATE FIRES IN RUBBISH,201602,0
ISLINGTON,DELIBERATE OPEN LAND FIRES,201602,1
ISLINGTON,DELIBERATE VEHICLE FIRES,201602,0
ISLINGTON,FALSE ALARMS AFAS DOM,201602,41
ISLINGTON,FALSE ALARMS AFAS NONDOM,201602,51
ISLINGTON,FALSE ALARMS GOOD INTENT,201602,26
ISLINGTON,MALICIOUS FALSE ALARMS,201602,1
ISLINGTON,NONDOMFIRES NONRRO,201602,0
ISLINGTON,NONDOMFIRES RRO,201602,2
ISLINGTON,PRIMARY FIRES,201602,20
ISLINGTON,PRIMARY FIRES IN DWELLINGS,201602,13
ISLINGTON,ROAD TRAFFIC COLLISIONS,201602,6
ISLINGTON,RUBBISH FIRES,201602,11
ISLINGTON,SECONDARY FIRES,201602,13
ISLINGTON,SHUT-IN-LIFT RELEASES,201602,16
ISLINGTON,SPECIAL SERVICE ENTRY & EXIT,201602,14
KENSINGTON AND CHELSEA,ACCIDENTAL FIRES IN RUBBISH,201602,2
KENSINGTON AND CHELSEA,ACCIDENTAL OPEN LAND FIRES,201602,1
KENSINGTON AND CHELSEA,ACCIDENTAL VEHICLE FIRES,201602,0
KENSINGTON AND CHELSEA,ALL DELIBERATE FIRES,201602,4
KENSINGTON AND CHELSEA,ALL FALSE ALARMS,201602,171
KENSINGTON AND CHELSEA,ALL FIRES,201602,24
KENSINGTON AND CHELSEA,ALL SPECIAL SERVICES,201602,56
KENSINGTON AND CHELSEA,CARE HOME FIRES,201602,0
KENSINGTON AND CHELSEA,DELIBERATE FIRES IN RUBBISH,201602,0
KENSINGTON AND CHELSEA,DELIBERATE OPEN LAND FIRES,201602,2
KENSINGTON AND CHELSEA,DELIBERATE VEHICLE FIRES,201602,0
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS DOM,201602,79
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS NONDOM,201602,58
KENSINGTON AND CHELSEA,FALSE ALARMS GOOD INTENT,201602,29
KENSINGTON AND CHELSEA,MALICIOUS FALSE ALARMS,201602,5
KENSINGTON AND CHELSEA,NONDOMFIRES NONRRO,201602,0
KENSINGTON AND CHELSEA,NONDOMFIRES RRO,201602,6
KENSINGTON AND CHELSEA,PRIMARY FIRES,201602,19
KENSINGTON AND CHELSEA,PRIMARY FIRES IN DWELLINGS,201602,12
KENSINGTON AND CHELSEA,ROAD TRAFFIC COLLISIONS,201602,3
KENSINGTON AND CHELSEA,RUBBISH FIRES,201602,2
KENSINGTON AND CHELSEA,SECONDARY FIRES,201602,5
KENSINGTON AND CHELSEA,SHUT-IN-LIFT RELEASES,201602,10
KENSINGTON AND CHELSEA,SPECIAL SERVICE ENTRY & EXIT,201602,16
KINGSTON UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201602,1
KINGSTON UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201602,0
KINGSTON UPON THAMES,ACCIDENTAL VEHICLE FIRES,201602,2
KINGSTON UPON THAMES,ALL DELIBERATE FIRES,201602,3
KINGSTON UPON THAMES,ALL FALSE ALARMS,201602,52
KINGSTON UPON THAMES,ALL FIRES,201602,23
KINGSTON UPON THAMES,ALL SPECIAL SERVICES,201602,24
KINGSTON UPON THAMES,CARE HOME FIRES,201602,1
KINGSTON UPON THAMES,DELIBERATE FIRES IN RUBBISH,201602,1
KINGSTON UPON THAMES,DELIBERATE OPEN LAND FIRES,201602,0
KINGSTON UPON THAMES,DELIBERATE VEHICLE FIRES,201602,1
KINGSTON UPON THAMES,FALSE ALARMS AFAS DOM,201602,14
KINGSTON UPON THAMES,FALSE ALARMS AFAS NONDOM,201602,26
KINGSTON UPON THAMES,FALSE ALARMS GOOD INTENT,201602,11
KINGSTON UPON THAMES,MALICIOUS FALSE ALARMS,201602,1
KINGSTON UPON THAMES,NONDOMFIRES NONRRO,201602,1
KINGSTON UPON THAMES,NONDOMFIRES RRO,201602,2
KINGSTON UPON THAMES,PRIMARY FIRES,201602,20
KINGSTON UPON THAMES,PRIMARY FIRES IN DWELLINGS,201602,13
KINGSTON UPON THAMES,ROAD TRAFFIC COLLISIONS,201602,5
KINGSTON UPON THAMES,RUBBISH FIRES,201602,2
KINGSTON UPON THAMES,SECONDARY FIRES,201602,3
KINGSTON UPON THAMES,SHUT-IN-LIFT RELEASES,201602,1
KINGSTON UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201602,4
LAMBETH,ACCIDENTAL FIRES IN RUBBISH,201602,9
LAMBETH,ACCIDENTAL OPEN LAND FIRES,201602,3
LAMBETH,ACCIDENTAL VEHICLE FIRES,201602,3
LAMBETH,ALL DELIBERATE FIRES,201602,7
LAMBETH,ALL FALSE ALARMS,201602,143
LAMBETH,ALL FIRES,201602,50
LAMBETH,ALL SPECIAL SERVICES,201602,121
LAMBETH,CARE HOME FIRES,201602,2
LAMBETH,DELIBERATE FIRES IN RUBBISH,201602,0
LAMBETH,DELIBERATE OPEN LAND FIRES,201602,2
LAMBETH,DELIBERATE VEHICLE FIRES,201602,2
LAMBETH,FALSE ALARMS AFAS DOM,201602,56
LAMBETH,FALSE ALARMS AFAS NONDOM,201602,48
LAMBETH,FALSE ALARMS GOOD INTENT,201602,36
LAMBETH,MALICIOUS FALSE ALARMS,201602,3
LAMBETH,NONDOMFIRES NONRRO,201602,0
LAMBETH,NONDOMFIRES RRO,201602,7
LAMBETH,PRIMARY FIRES,201602,36
LAMBETH,PRIMARY FIRES IN DWELLINGS,201602,23
LAMBETH,ROAD TRAFFIC COLLISIONS,201602,9
LAMBETH,RUBBISH FIRES,201602,9
LAMBETH,SECONDARY FIRES,201602,14
LAMBETH,SHUT-IN-LIFT RELEASES,201602,20
LAMBETH,SPECIAL SERVICE ENTRY & EXIT,201602,22
LEWISHAM,ACCIDENTAL FIRES IN RUBBISH,201602,13
LEWISHAM,ACCIDENTAL OPEN LAND FIRES,201602,3
LEWISHAM,ACCIDENTAL VEHICLE FIRES,201602,2
LEWISHAM,ALL DELIBERATE FIRES,201602,7
LEWISHAM,ALL FALSE ALARMS,201602,162
LEWISHAM,ALL FIRES,201602,48
LEWISHAM,ALL SPECIAL SERVICES,201602,83
LEWISHAM,CARE HOME FIRES,201602,0
LEWISHAM,DELIBERATE FIRES IN RUBBISH,201602,1
LEWISHAM,DELIBERATE OPEN LAND FIRES,201602,1
LEWISHAM,DELIBERATE VEHICLE FIRES,201602,3
LEWISHAM,FALSE ALARMS AFAS DOM,201602,57
LEWISHAM,FALSE ALARMS AFAS NONDOM,201602,43
LEWISHAM,FALSE ALARMS GOOD INTENT,201602,55
LEWISHAM,MALICIOUS FALSE ALARMS,201602,7
LEWISHAM,NONDOMFIRES NONRRO,201602,0
LEWISHAM,NONDOMFIRES RRO,201602,7
LEWISHAM,PRIMARY FIRES,201602,29
LEWISHAM,PRIMARY FIRES IN DWELLINGS,201602,16
LEWISHAM,ROAD TRAFFIC COLLISIONS,201602,11
LEWISHAM,RUBBISH FIRES,201602,14
LEWISHAM,SECONDARY FIRES,201602,19
LEWISHAM,SHUT-IN-LIFT RELEASES,201602,6
LEWISHAM,SPECIAL SERVICE ENTRY & EXIT,201602,26
MERTON,ACCIDENTAL FIRES IN RUBBISH,201602,8
MERTON,ACCIDENTAL OPEN LAND FIRES,201602,1
MERTON,ACCIDENTAL VEHICLE FIRES,201602,1
MERTON,ALL DELIBERATE FIRES,201602,4
MERTON,ALL FALSE ALARMS,201602,65
MERTON,ALL FIRES,201602,31
MERTON,ALL SPECIAL SERVICES,201602,58
MERTON,CARE HOME FIRES,201602,0
MERTON,DELIBERATE FIRES IN RUBBISH,201602,1
MERTON,DELIBERATE OPEN LAND FIRES,201602,0
MERTON,DELIBERATE VEHICLE FIRES,201602,4
MERTON,FALSE ALARMS AFAS DOM,201602,26
MERTON,FALSE ALARMS AFAS NONDOM,201602,20
MERTON,FALSE ALARMS GOOD INTENT,201602,16
MERTON,MALICIOUS FALSE ALARMS,201602,3
MERTON,NONDOMFIRES NONRRO,201602,1
MERTON,NONDOMFIRES RRO,201602,1
MERTON,PRIMARY FIRES,201602,20
MERTON,PRIMARY FIRES IN DWELLINGS,201602,13
MERTON,ROAD TRAFFIC COLLISIONS,201602,7
